0.7,909.49,699.97,81.88,660.0,428.0,810.0,0.3,0.0023,0.07,0.006,0.001,0.057
1.0,934.57,699.46,68.59,690.0,385.0,897.0,0.5,0.0025,0.4,0.005,0.001,0.04
2.0,885.44,572.67,54.76,590.0,371.0,397.0,1.8,0.05,0.28,0.007,0.001,0.001
2.0,878.96,571.07,54.6,570.0,248.0,412.0,1.4,0.05,0.23,0.007,0.001,0.001
1.0,886.55,573.48,66.27,590.0,244.0,417.0,1.2,0.07,0.44,0.008,0.001,0.001
1.95,878.19,574.97,53.05,570.0,383.0,380.0,1.5,0.06,0.42,0.004,0.001,0.001
1.2,925.75,698.63,62.31,690.0,336.0,928.0,0.5,0.0025,0.41,0.006,0.001,0.043
0.65,916.77,699.33,80.71,660.0,426.0,799.0,0.3,0.0021,0.05,0.003,0.001,0.063
0.7,915.69,703.84,81.88,660.0,426.0,918.0,0.3,0.0024,0.07,0.008,0.001,0.061
1.0,901.51,570.87,72.11,590.0,245.0,390.0,1.2,0.07,0.4399,0.006,0.001,0.001
1.55,897.07,586.11,58.63,570.0,295.0,340.0,1.4,0.05,0.37,0.003,0.001,0.001
1.4,894.79,574.51,71.32,670.0,426.0,900.0,0.8,0.035,0.14,0.003,0.001,0.001
1.0,880.18,570.79,66.53,590.0,376.0,379.0,1.2,0.06,0.42,0.004,0.001,0.001
1.2,905.46,702.2,72.76,660.0,428.0,915.0,0.3,0.0022,0.07,0.0089,0.001,0.065
0.8,905.36,571.33,72.37,670.0,426.0,900.0,0.8,0.0399,0.17,0.0089,0.001,0.001
2.5,879.82,568.72,49.1,570.0,411.0,328.0,1.8,0.06,0.25,0.005,0.001,0.001
1.0,906.77,568.16,74.23,670.0,428.0,900.0,0.8,0.035,0.2,0.005,0.001,0.001
1.5,885.19,681.33,56.63,570.0,367.0,383.0,1.2,0.035,0.21,0.007,0.001,0.001
3.0,879.88,681.61,44.25,570.0,263.0,355.0,2.2,0.04,0.23,0.004,0.001,0.001
0.8,896.03,570.04,72.37,670.0,424.0,915.0,0.8,0.0399,0.1599,0.007,0.001,0.001
1.9,887.09,682.13,53.95,570.0,268.0,368.0,1.8,0.03,0.21,0.002,0.001,0.001
0.8,928.47,700.85,79.38,660.0,427.0,803.0,0.3,0.0025,0.06,0.005,0.001,0.062
0.75,917.63,699.37,80.63,660.0,366.0,746.0,0.3,0.0023,0.07,0.003,0.001,0.06
0.7,914.24,697.27,81.88,660.0,428.0,810.0,0.3,0.0019,0.06,0.0089,0.001,0.068
1.6,912.17,565.05,68.56,670.0,426.0,911.0,0.8,0.042,0.16,0.007,0.001,0.001
0.7,901.26,577.12,76.43,590.0,257.0,396.0,1.0,0.05,0.25,0.003,0.001,0.001
3.15,883.23,573.96,41.69,570.0,247.0,387.0,1.8,0.045,0.26,0.003,0.001,0.001
0.6,898.28,573.58,79.3,590.0,295.0,347.0,0.7,0.048,0.27,0.005,0.001,0.001
0.7,918.13,697.38,78.67,690.0,306.0,978.0,0.5,0.0022,0.35,0.005,0.001,0.038
1.4,894.79,574.51,71.32,670.0,426.0,900.0,0.8,0.035,0.14,0.003,0.001,0.001
2.0,884.67,684.33,54.58,590.0,303.0,344.0,2.2,0.035,0.21,0.008,0.001,0.001
0.65,904.29,571.3,75.79,670.0,426.0,933.0,0.8,0.0399,0.1599,0.008,0.001,0.001
1.0,914.63,571.51,74.23,670.0,425.0,910.0,0.8,0.045,0.18,0.004,0.001,0.001
0.7,914.07,698.02,81.88,660.0,368.0,777.0,0.3,0.0027,0.07,0.0089,0.001,0.059
0.65,916.08,700.29,80.71,660.0,427.0,749.0,0.3,0.0024,0.06,0.007,0.001,0.055
1.2,908.17,700.55,72.76,660.0,425.0,750.0,0.3,0.0027,0.07,0.006,0.001,0.06
0.8,911.59,704.12,80.81,660.0,366.0,780.0,0.3,0.002,0.06,0.004,0.001,0.065
1.02,891.69,568.45,70.92,590.0,257.0,359.0,1.2,0.05,0.31,0.003,0.001,0.001
0.7,920.72,702.75,81.88,660.0,426.0,810.0,0.3,0.0024,0.07,0.007,0.001,0.055
1.2,905.67,563.76,69.2,670.0,428.0,930.0,0.8,0.035,0.17,0.0089,0.001,0.001
0.6,913.97,569.46,79.1,670.0,429.0,895.0,0.8,0.04,0.17,0.007,0.001,0.001
1.5,887.67,575.19,60.05,570.0,275.0,333.0,1.2,0.05,0.26,0.006,0.001,0.001
0.9,918.71,702.59,79.44,670.0,426.0,900.0,0.5,0.0016,0.06,0.005,0.001,0.064
0.7,919.3,706.38,81.88,660.0,427.0,768.0,0.3,0.0024,0.06,0.005,0.001,0.066
0.8,900.85,571.81,70.39,670.0,424.0,857.0,0.8,0.0399,0.17,0.0049,0.001,0.001
1.2,913.96,698.58,62.31,690.0,308.0,990.0,0.6,0.0032,0.4,0.005,0.001,0.038
2.0,892.51,576.5,49.1,570.0,262.0,389.0,1.8,0.05,0.27,0.004,0.001,0.001
0.8,918.08,574.13,74.0,690.0,305.0,990.0,1.2,0.003,0.34,0.006,0.001,0.001
1.6,918.07,696.96,54.06,690.0,307.0,990.0,0.5,0.0031,0.43,0.007,0.001,0.035
1.0,880.77,573.27,65.77,590.0,417.0,368.0,1.2,0.04,0.22,0.003,0.001,0.001
2.0,879.9,570.75,54.76,570.0,247.0,401.0,1.8,0.05,0.33,0.005,0.001,0.001
0.8,900.39,564.23,70.39,670.0,425.0,900.0,0.8,0.04,0.17,0.003,0.001,0.001
0.6,908.07,702.68,82.17,660.0,427.0,790.0,0.3,0.0017,0.08,0.004,0.001,0.064
0.65,908.54,565.65,75.79,670.0,427.0,914.0,0.8,0.048,0.17,0.005,0.001,0.001
0.7,912.76,703.52,81.88,660.0,430.0,779.0,0.3,0.0026,0.06,0.003,0.001,0.056
1.0,912.52,560.96,72.87,670.0,427.0,930.0,0.8,0.04,0.18,0.0089,0.001,0.001
1.54,883.95,573.2,58.47,570.0,269.0,353.0,1.5,0.06,0.46,0.004,0.001,0.001
0.7,916.11,698.58,81.88,660.0,429.0,850.0,0.3,0.0027,0.06,0.006,0.001,0.061
1.2,920.71,704.4,72.76,660.0,425.0,780.0,0.5,0.0024,0.06,0.002,0.001,0.059
0.8,894.11,569.5,72.37,670.0,425.0,915.0,0.8,0.05,0.16,0.008,0.001,0.001
1.18,889.69,570.3,66.42,590.0,279.0,366.0,1.2,0.05,0.24,0.003,0.001,0.001
0.8,933.72,702.21,79.38,660.0,427.0,810.0,0.5,0.0023,0.08,0.0089,0.001,0.065
3.0,884.85,568.93,44.47,570.0,246.0,393.0,1.8,0.05,0.26,0.008,0.001,0.001
0.8,909.19,701.0,79.38,660.0,427.0,750.0,0.3,0.0022,0.06,0.005,0.001,0.058
1.0,915.93,568.17,74.23,670.0,426.0,900.0,0.8,0.04,0.16,0.007,0.001,0.001
0.65,916.43,700.78,80.71,670.0,428.0,860.0,0.3,0.0024,0.07,0.0089,0.001,0.059
0.7,927.79,700.7,81.88,660.0,426.0,795.0,0.5,0.0018,0.06,0.005,0.001,0.06
1.0,921.15,701.97,77.2,660.0,429.0,810.0,0.3,0.0019,0.07,0.003,0.001,0.064
2.5,887.05,572.63,53.73,570.0,443.0,290.0,1.8,0.045,0.26,0.003,0.001,0.001
0.8,915.33,569.1,72.6,670.0,427.0,923.0,0.8,0.035,0.15,0.005,0.001,0.001
0.7,904.69,566.44,81.88,660.0,426.0,870.0,0.3,0.0024,0.09,0.006,0.001,0.066
0.65,918.65,702.62,78.23,690.0,324.0,975.0,0.5,0.003,0.4,0.004,0.001,0.045
0.65,909.75,567.32,77.4,670.0,425.0,915.0,0.8,0.035,0.17,0.01,0.001,0.001
1.25,903.97,568.88,65.84,590.0,310.0,404.0,0.8,0.03,0.24,0.002,0.001,0.001
0.65,909.17,565.15,77.4,670.0,424.0,906.0,0.8,0.032,0.14,0.011,0.001,0.001
0.8,912.85,697.91,79.38,670.0,312.0,892.0,0.3,0.002,0.05,0.007,0.001,0.061
0.7,916.01,701.04,81.88,660.0,425.0,750.0,0.3,0.0022,0.07,0.007,0.001,0.068
0.7,884.13,566.91,74.0,670.0,428.0,1050.0,0.8,0.03,0.15,0.006,0.001,0.001
0.7,918.89,698.45,81.88,660.0,428.0,809.0,0.3,0.0021,0.05,0.006,0.001,0.058
0.8,921.5,695.85,79.38,660.0,429.0,811.0,0.3,0.0013,0.08,0.007,0.001,0.068
2.65,873.53,595.11,43.77,600.0,258.0,398.0,1.0,0.09,1.29,0.054,0.03,0.014
0.65,910.19,699.1,80.71,660.0,427.0,726.0,0.3,0.0021,0.07,0.007,0.001,0.064
0.7,922.58,701.18,81.88,660.0,427.0,754.0,0.3,0.0021,0.06,0.004,0.001,0.062
1.25,924.42,702.41,71.64,670.0,471.0,887.0,0.3,0.0016,0.05,0.005,0.001,0.062
2.5,886.75,577.61,53.73,590.0,256.0,396.0,1.8,0.06,0.29,0.005,0.001,0.001
0.8,895.02,565.42,72.37,670.0,424.0,940.0,0.8,0.0399,0.1599,0.0049,0.001,0.001
1.5,886.86,573.51,60.05,570.0,371.0,484.0,1.2,0.045,0.23,0.002,0.001,0.001
1.5,885.98,571.09,59.66,570.0,377.0,350.0,1.2,0.0599,0.4499,0.013,0.001,0.001
1.2,924.02,699.38,62.31,690.0,305.0,1005.0,0.5,0.003,0.42,0.005,0.001,0.042
1.2,895.4,576.74,69.2,670.0,430.0,990.0,0.8,0.04,0.18,0.007,0.001,0.001
0.7,910.65,702.49,81.88,660.0,335.0,950.0,0.3,0.0027,0.07,0.004,0.001,0.068
1.25,888.84,572.15,65.08,590.0,372.0,395.0,1.2,0.07,0.4,0.006,0.001,0.001
1.2,907.97,566.42,69.2,670.0,425.0,900.0,0.8,0.05,0.17,0.006,0.001,0.001
1.0,924.87,702.25,71.29,690.0,322.0,973.0,0.5,0.0023,0.42,0.005,0.001,0.04
0.8,911.64,695.49,79.38,660.0,428.0,840.0,0.3,0.0025,0.1,0.006,0.006,0.051
0.95,915.01,567.79,69.38,670.0,428.0,920.0,0.8,0.05,0.17,0.014,0.001,0.001
1.6,876.81,678.78,57.13,570.0,249.0,391.0,1.8,0.04,0.19,0.005,0.001,0.001
0.7,917.1,699.3,81.88,670.0,425.0,915.0,0.3,0.0023,0.07,0.0089,0.001,0.063
1.16,889.04,572.22,62.84,590.0,375.0,382.0,1.2,0.06,0.45,0.01,0.001,0.001
0.4,874.51,572.57,81.64,590.0,247.0,405.0,0.6,0.04,0.32,0.002,0.001,0.001
2.25,905.42,698.88,62.02,690.0,305.0,993.0,0.3,0.0025,0.07,0.003,0.001,0.06
0.9,915.57,700.89,79.44,660.0,426.0,734.0,0.3,0.0026,0.07,0.01,0.001,0.063
0.8,909.93,572.64,70.39,660.0,308.0,780.0,0.8,0.0399,0.18,0.003,0.0099,0.001
0.9,906.56,565.48,69.0,670.0,426.0,972.0,0.8,0.035,0.15,0.007,0.001,0.001
1.5,889.98,573.9,60.05,570.0,367.0,384.0,1.2,0.04,0.27,0.006,0.001,0.001
0.9,917.34,700.88,76.88,660.0,428.0,773.0,0.3,0.0027,0.06,0.004,0.001,0.06
1.4,904.99,576.78,70.13,670.0,424.0,900.0,0.8,0.045,0.18,0.008,0.001,0.001
0.65,903.58,567.84,77.4,670.0,426.0,914.0,0.8,0.0399,0.15,0.006,0.001,0.001
0.7,908.5,697.24,81.88,660.0,426.0,810.0,0.3,0.002,0.06,0.006,0.001,0.064
1.8,895.79,569.99,63.26,670.0,426.0,980.0,0.8,0.03,0.2,0.01,0.001,0.001
0.65,914.06,698.31,78.23,690.0,308.0,965.0,0.5,0.0032,0.49,0.01,0.001,0.042
0.8,890.0,570.3,73.0,590.0,255.0,369.0,1.2,0.06,0.44,0.008,0.001,0.001
0.6,903.82,567.29,77.61,670.0,428.0,933.0,0.8,0.035,0.16,0.004,0.001,0.001
0.9,898.67,569.77,69.0,670.0,427.0,900.0,0.8,0.038,0.19,0.006,0.001,0.001
1.15,886.61,569.25,67.25,590.0,246.0,405.0,1.2,0.045,0.23,0.006,0.001,0.001
0.7,920.63,703.0,81.88,660.0,428.0,733.0,0.3,0.0022,0.06,0.002,0.001,0.06
1.25,890.7,576.78,64.09,590.0,247.0,384.0,1.2,0.07,0.48,0.005,0.001,0.001
0.8,914.27,699.98,79.38,670.0,528.0,798.0,0.6,0.0017,0.0599,0.004,0.001,0.056
0.67,897.73,568.71,70.92,670.0,426.0,940.0,0.8,0.035,0.15,0.0089,0.001,0.001
1.5,895.01,574.04,60.05,570.0,381.0,225.0,1.2,0.05,0.27,0.006,0.001,0.001
0.7,909.54,699.33,81.88,660.0,425.0,810.0,0.6,0.002,0.07,0.003,0.001,0.061
2.0,878.54,572.69,54.6,590.0,419.0,353.0,1.4,0.05,0.26,0.005,0.001,0.001
0.65,917.53,696.27,80.71,670.0,426.0,833.0,0.3,0.002,0.06,0.004,0.001,0.059
0.55,885.73,577.64,77.76,570.0,275.0,393.0,0.8,0.07,0.4,0.006,0.001,0.001
0.9,906.02,564.51,69.0,670.0,428.0,930.0,0.8,0.04,0.18,0.0089,0.001,0.001
0.7,919.27,705.37,81.88,660.0,426.0,750.0,0.3,0.0022,0.09,0.008,0.001,0.057
0.9,892.15,574.5,69.13,590.0,253.0,399.0,1.2,0.0469,0.27,0.003,0.001,0.001
0.7,915.82,699.65,81.88,660.0,425.0,711.0,0.3,0.0022,0.05,0.006,0.001,0.06
0.8,900.1,567.49,72.37,670.0,427.0,948.0,0.8,0.045,0.14,0.004,0.001,0.001
0.65,898.49,570.79,77.4,670.0,428.0,900.0,0.8,0.035,0.16,0.004,0.001,0.001
0.7,917.43,702.34,81.88,660.0,365.0,799.0,0.3,0.003,0.06,0.006,0.001,0.064
0.7,912.2,703.44,81.88,660.0,367.0,780.0,0.3,0.0018,0.06,0.003,0.001,0.061
1.2,910.36,569.38,69.2,670.0,425.0,917.0,0.8,0.04,0.16,0.005,0.001,0.001
0.7,901.58,550.9,72.04,670.0,427.0,858.0,0.6,0.04,0.15,0.005,0.001,0.001
0.7,913.36,702.04,81.88,660.0,426.0,750.0,0.3,0.0033,0.06,0.004,0.001,0.062
1.6,889.57,571.75,57.32,570.0,461.0,242.0,1.4,0.045,0.26,0.005,0.001,0.001
1.0,912.94,569.28,74.23,670.0,428.0,865.0,0.8,0.03,0.15,0.008,0.001,0.001
0.96,884.31,574.76,71.71,590.0,376.0,248.0,1.2,0.06,0.45,0.015,0.001,0.001
0.6,919.3,702.07,82.17,660.0,336.0,930.0,0.3,0.0027,0.07,0.006,0.001,0.0719
1.2,877.43,573.72,62.06,590.0,248.0,420.0,1.2,0.04,0.23,0.003,0.001,0.001
1.9,883.01,572.32,53.71,570.0,366.0,389.0,1.5,0.06,0.42,0.008,0.001,0.001
0.9,918.83,594.85,69.83,690.0,307.0,990.0,0.5,0.0027,0.62,0.006,0.021,0.055
1.0,917.92,697.9,77.2,660.0,427.0,795.0,0.3,0.0022,0.06,0.005,0.001,0.056
1.4,908.98,566.93,70.13,670.0,426.0,900.0,0.8,0.045,0.17,0.007,0.001,0.001
0.65,895.65,569.09,75.79,670.0,425.0,915.0,0.8,0.04,0.16,0.002,0.001,0.001
1.5,893.32,574.19,56.63,570.0,262.0,373.0,1.2,0.05,0.24,0.005,0.001,0.001
0.6,913.75,696.48,82.17,660.0,368.0,831.0,0.3,0.0025,0.06,0.007,0.001,0.064
0.6,894.82,584.86,79.8,590.0,244.0,385.0,1.0,0.05,0.44,0.004,0.001,0.001
0.7,914.87,698.79,81.88,670.0,426.0,850.0,0.3,0.0018,0.05,0.006,0.001,0.062
0.8,918.71,699.8,79.38,660.0,368.0,810.0,0.3,0.0019,0.05,0.004,0.001,0.057
2.0,878.96,571.07,54.6,570.0,248.0,412.0,1.4,0.05,0.23,0.007,0.001,0.001
0.7,909.58,698.33,81.88,660.0,367.0,750.0,0.3,0.0019,0.07,0.004,0.001,0.062
2.5,870.13,574.67,53.73,590.0,422.0,273.0,1.8,0.05,0.3,0.005,0.001,0.001
1.5,893.41,575.95,56.2,570.0,247.0,404.0,1.2,0.06,0.45,0.008,0.001,0.001
0.8,921.1,698.68,79.38,660.0,426.0,840.0,0.3,0.002,0.07,0.007,0.001,0.067
0.75,921.33,709.02,74.37,690.0,306.0,1020.0,0.5,0.0024,0.45,0.008,0.001,0.04
1.5,888.08,576.21,60.05,590.0,245.0,405.0,1.2,0.05,0.28,0.004,0.001,0.001
0.7,927.27,699.21,78.21,690.0,306.0,1008.0,0.5,0.0021,0.3899,0.004,0.001,0.041
1.0,916.98,577.0,72.11,590.0,245.0,360.0,1.2,0.06,0.47,0.0089,0.001,0.001
2.0,881.5,681.84,54.58,600.0,357.0,284.0,2.2,0.04,0.22,0.004,0.001,0.001
0.7,914.64,701.87,81.88,670.0,429.0,885.0,0.3,0.0024,0.0599,0.002,0.001,0.0599
1.5,888.32,575.31,62.25,570.0,451.0,308.0,1.2,0.06,0.43,0.006,0.001,0.001
1.2,881.35,575.34,61.56,590.0,248.0,420.0,1.2,0.044,0.27,0.003,0.001,0.001
0.9,910.8,698.53,76.88,660.0,424.0,799.0,0.5,0.002,0.06,0.005,0.001,0.062
0.7,907.53,696.94,81.88,660.0,429.0,780.0,0.3,0.0026,0.05,0.006,0.001,0.064
1.2,879.38,572.2,64.86,590.0,263.0,388.0,1.2,0.045,0.27,0.002,0.001,0.001
1.4,900.52,571.88,70.13,670.0,425.0,840.0,0.8,0.035,0.15,0.006,0.001,0.001
1.2,895.24,573.81,66.47,590.0,264.0,370.0,1.2,0.06,0.46,0.008,0.001,0.001
0.7,913.06,697.74,81.88,660.0,429.0,750.0,0.3,0.0023,0.07,0.006,0.001,0.064
0.75,914.86,562.12,67.54,670.0,425.0,904.0,0.8,0.0399,0.15,0.006,0.001,0.001
1.25,923.42,704.74,71.64,670.0,424.0,905.0,0.3,0.002,0.1,0.007,0.001,0.0659
0.7,901.44,563.78,75.97,670.0,426.0,900.0,0.8,0.03,0.16,0.004,0.001,0.001
0.6,903.89,694.6,82.17,660.0,429.0,737.0,0.3,0.002,0.06,0.005,0.001,0.057
0.7,913.07,699.82,81.88,670.0,429.0,900.0,0.3,0.0024,0.07,0.0089,0.001,0.065
1.4,882.28,573.67,59.09,570.0,398.0,338.0,1.2,0.05,0.43,0.003,0.001,0.001
0.8,894.22,565.79,70.39,670.0,428.0,901.0,0.8,0.035,0.16,0.008,0.001,0.001
1.0,887.2,574.14,66.53,590.0,280.0,364.0,1.2,0.06,0.45,0.01,0.001,0.001
1.5,875.69,573.72,60.05,590.0,363.0,420.0,1.2,0.0399,0.2399,0.0049,0.001,0.001
0.9,920.07,599.31,69.83,690.0,342.0,953.0,0.5,0.0033,0.54,0.01,0.024,0.057
1.2,894.32,572.93,66.47,590.0,370.0,405.0,1.2,0.0599,0.43,0.0099,0.001,0.001
1.2,906.02,570.6,69.2,670.0,430.0,915.0,0.8,0.04,0.16,0.008,0.001,0.001
0.75,908.51,553.78,70.12,670.0,425.0,840.0,0.6,0.04,0.14,0.005,0.001,0.001
1.5,882.95,577.58,59.66,570.0,272.0,349.0,1.2,0.06,0.45,0.005,0.001,0.001
1.9,874.28,681.57,53.95,590.0,368.0,390.0,1.8,0.02,0.2,0.002,0.001,0.001
1.2,914.54,702.65,72.76,660.0,431.0,787.0,0.3,0.0018,0.06,0.005,0.001,0.059
0.8,912.33,569.86,72.37,670.0,427.0,900.0,0.8,0.04,0.16,0.008,0.001,0.001
0.7,916.33,701.74,81.88,670.0,427.0,900.0,0.6,0.0026,0.06,0.006,0.001,0.061
1.5,890.06,566.74,70.48,670.0,427.0,900.0,0.8,0.05,0.15,0.005,0.001,0.001
0.65,900.09,567.16,77.4,670.0,428.0,989.0,0.8,0.04,0.15,0.008,0.001,0.001
1.0,888.46,573.59,66.27,590.0,245.0,390.0,1.2,0.05,0.26,0.002,0.001,0.001
1.6,900.47,560.49,68.56,670.0,428.0,900.0,0.8,0.0299,0.1599,0.002,0.001,0.001
1.0,889.32,575.08,66.53,590.0,285.0,355.0,1.2,0.05,0.42,0.004,0.001,0.001
1.0,929.15,700.29,77.2,660.0,367.0,795.0,0.6,0.0016,0.07,0.005,0.001,0.055
1.5,882.88,573.61,60.05,590.0,255.0,414.0,1.2,0.04,0.28,0.007,0.001,0.001
1.85,890.36,575.07,52.68,570.0,260.0,430.0,1.5,0.06,0.41,0.002,0.001,0.001
1.2,913.05,698.94,72.89,660.0,425.0,810.0,1.0,0.0024,0.07,0.007,0.001,0.055
1.2,915.47,577.91,67.58,670.0,429.0,900.0,0.8,0.04,0.2,0.012,0.001,0.001
1.5,885.89,575.82,60.05,590.0,377.0,395.0,1.2,0.05,0.27,0.003,0.001,0.001
0.7,913.22,701.54,81.88,670.0,426.0,877.0,0.3,0.0023,0.09,0.005,0.001,0.061
1.2,907.92,567.97,69.2,670.0,425.0,900.0,0.8,0.035,0.1599,0.0089,0.001,0.001
0.8,904.2,573.6,74.94,570.0,268.0,346.0,1.2,0.07,0.43,0.004,0.001,0.001
1.0,889.31,573.36,72.11,590.0,267.0,369.0,1.2,0.06,0.46,0.008,0.001,0.001
0.8,888.52,577.33,73.0,590.0,370.0,354.0,1.2,0.05,0.26,0.006,0.001,0.001
1.25,909.23,566.51,65.84,570.0,391.0,349.0,0.8,0.03,0.21,0.007,0.001,0.001
0.7,917.4,696.55,81.88,660.0,432.0,808.0,0.3,0.0015,0.08,0.003,0.001,0.063
3.0,863.91,571.69,44.47,590.0,368.0,377.0,1.8,0.05,0.27,0.006,0.001,0.001
0.7,918.46,700.03,81.88,660.0,367.0,750.0,0.3,0.0023,0.06,0.005,0.001,0.063
0.6,911.79,569.84,79.1,670.0,427.0,780.0,0.8,0.04,0.15,0.007,0.001,0.001
1.0,912.9,562.53,72.87,670.0,428.0,930.0,0.8,0.04,0.17,0.007,0.001,0.001
0.7,905.28,698.12,81.88,660.0,427.0,720.0,0.3,0.0025,0.07,0.003,0.001,0.059
0.9,883.38,572.59,69.13,570.0,299.0,337.0,1.2,0.06,0.44,0.006,0.001,0.001
3.0,889.7,575.25,44.47,590.0,246.0,390.0,1.8,0.05,0.35,0.004,0.001,0.001
0.7,912.45,703.76,81.88,660.0,425.0,795.0,0.6,0.0024,0.08,0.005,0.001,0.058
0.8,919.14,702.66,79.38,660.0,427.0,810.0,0.6,0.0023,0.05,0.004,0.001,0.064
0.8,926.86,703.03,79.38,660.0,364.0,780.0,0.3,0.0025,0.07,0.006,0.001,0.065
0.8,879.1,567.03,70.39,670.0,432.0,901.0,0.8,0.04,0.18,0.0179,0.001,0.001
0.65,909.66,566.75,77.4,670.0,425.0,900.0,0.8,0.03,0.15,0.008,0.001,0.001
1.5,886.75,569.2,60.05,570.0,247.0,384.0,1.2,0.06,0.25,0.006,0.001,0.001
0.6,901.28,697.58,82.17,660.0,429.0,770.0,0.3,0.0021,0.06,0.008,0.001,0.068
0.6,918.79,700.67,82.17,660.0,425.0,780.0,0.3,0.0018,0.06,0.006,0.001,0.06
1.25,903.51,566.19,65.84,590.0,375.0,371.0,0.8,0.0399,0.25,0.008,0.001,0.001
1.0,888.22,574.1,68.38,590.0,396.0,358.0,1.2,0.045,0.26,0.007,0.001,0.001
0.75,909.67,559.1,67.54,670.0,424.0,900.0,0.8,0.045,0.15,0.003,0.001,0.001
1.0,890.25,571.49,72.11,590.0,365.0,380.0,1.2,0.06,0.45,0.007,0.001,0.001
0.7,915.83,699.87,81.88,660.0,426.0,784.0,0.3,0.0025,0.08,0.002,0.001,0.069
0.6,921.42,699.67,82.17,660.0,424.0,735.0,0.3,0.0016,0.07,0.007,0.001,0.063
1.2,890.48,576.69,65.31,570.0,405.0,315.0,1.2,0.035,0.24,0.002,0.001,0.001
0.9,917.13,702.84,69.83,690.0,306.0,990.0,0.5,0.0026,0.44,0.005,0.001,0.042
1.2,886.43,578.72,65.31,570.0,272.0,365.0,1.2,0.045,0.27,0.004,0.001,0.001
0.7,929.25,703.43,81.88,660.0,428.0,732.0,0.3,0.0031,0.06,0.005,0.001,0.057
0.8,917.18,698.72,79.38,660.0,368.0,742.0,0.3,0.0021,0.06,0.003,0.001,0.061
0.6,901.69,568.92,79.8,590.0,271.0,366.0,1.0,0.05,0.47,0.002,0.001,0.001
1.1,888.33,575.34,68.67,590.0,289.0,428.0,1.2,0.04,0.26,0.006,0.001,0.001
0.7,897.53,569.18,74.0,670.0,427.0,900.0,0.8,0.04,0.17,0.005,0.001,0.001
