Thickness,FRT,CT,% TCM Reduc,Cold Spot,Control Heating Time,Soaking Time,SPM Elongation,% Carbon,% Mn,%SI,%NB,%TI,YS (Mpa),,,,
0.7,912.75,699.77,81.88,660,427,840,0.3,0.0024,0.0799,0.007,0.001,0.064,170,,,,
0.7,916.11,698.58,81.88,660,429,810,0.3,0.0022,0.07,0.007,0.001,0.068,158,,,,
0.7,917.63,698.16,81.88,660,427,840,0.3,0.002,0.07,0.0089,0.001,0.0599,146,,,,
0.7,915.2,698.22,81.88,660,427,840,0.3,0.0025,0.07,0.007,0.001,0.063,147,,,,
0.7,918.82,699.83,81.88,660,427,859,0.3,0.0024,0.07,0.008,0.001,0.0549,161,,,,
0.6,904.42,569.51,82.17,660,424,836,0.3,0.0024,0.08,0.0089,0.001,0.058,173,,,,
0.9,919.11,701.08,78.49,670,425,930,0.3,0.0025,0.08,0.01,0.001,0.06,169,,,,
0.7,919.41,699.53,81.88,660,424,757,0.3,0.0035,0.07,0.004,0.001,0.064,153,,,,
0.7,913.05,699.21,81.88,660,427,780,0.3,0.0025,0.08,0.01,0.001,0.06,160,,,,
0.7,913.46,698.96,81.88,660,427,837,0.3,0.0017,0.07,0.01,0.001,0.069,148,,,,
0.75,910.26,703.09,80.63,660,427,830,0.3,0.002,0.07,0.0089,0.001,0.0599,174,,,,
0.7,916.86,702.08,81.88,660,428,877,0.3,0.0023,0.07,0.01,0.001,0.062,149,,,,
0.7,916.86,702.08,81.88,660,428,877,0.3,0.0021,0.08,0.006,0.001,0.064,149,,,,
0.7,915.43,703.56,81.88,660,428,810,0.3,0.0021,0.08,0.008,0.001,0.063,179,,,,
0.7,916.02,703.02,81.88,660,424,780,0.3,0.0021,0.09,0.005,0.001,0.064,146,,,,
0.7,913.29,581.31,81.88,670,425,930,0.3,0.002,0.07,0.0089,0.001,0.0599,161,,,,
0.7,903.31,575.21,81.88,660,428,810,0.3,0.0019,0.07,0.006,0.001,0.0619,175,,,,
0.7,904.69,566.44,81.88,660,426,870,0.3,0.0024,0.09,0.006,0.001,0.066,158,,,,
0.7,910.99,700.39,81.88,660,427,859,0.3,0.0023,0.07,0.01,0.001,0.062,148,,,,
0.7,921.01,701.36,81.88,670,428,985,0.4,0.0017,0.07,0.007,0.001,0.067,148,,,,
0.75,911.89,702.9,80.63,660,427,837,0.3,0.0021,0.09,0.005,0.001,0.064,178,,,,
0.7,874.38,567.97,81.88,660,425,780,0.3,0.0022,0.07,0.007,0.001,0.068,161,,,,
0.7,911.06,699.27,81.88,660,426,810,0.3,0.0021,0.08,0.008,0.001,0.063,155,,,,
0.7,917.5,703.28,81.88,660,424,780,0.3,0.0021,0.08,0.008,0.001,0.063,161,,,,
0.7,920.02,702.44,81.88,660,424,780,0.3,0.0021,0.08,0.008,0.001,0.063,172,,,,
0.7,898.79,697.69,81.88,660,427,885,0.3,0.0024,0.09,0.006,0.001,0.066,172,,,,
0.65,913.98,698.75,80.71,670,430,960,0.3,0.0025,0.08,0.007,0.001,0.061,158,,,,
0.7,913.98,698.75,81.88,660,431,763,0.3,0.0017,0.08,0.006,0.001,0.058,171,,,,
0.7,904.08,697.67,81.88,660,427,809,0.3,0.0018,0.07,0.005,0.001,0.059,162,,,,
0.7,912.37,697.84,81.88,670,427,945,0.3,0.0027,0.08,0.008,0.001,0.064,163,,,,
0.7,899.88,698.61,81.88,660,428,810,0.3,0.0025,0.08,0.007,0.001,0.061,160,,,,
0.7,917.02,704.64,81.88,660,427,806,0.3,0.002,0.08,0.007,0.001,0.063,172,,,,
0.7,907.9,697.78,81.88,670,425,884,0.3,0.0025,0.08,0.006,0.001,0.053,170,,,,
0.7,918.47,700.86,81.88,660,428,780,0.3,0.0025,0.08,0.006,0.001,0.053,158,,,,
0.8,905.73,697.08,79.38,660,426,810,0.3,0.0024,0.07,0.007,0.001,0.06,162,,,,
0.8,915.95,702.48,79.38,660,428,815,0.3,0.0022,0.08,0.008,0.001,0.057,159,,,,
0.7,916.76,700.54,81.88,660,427,780,0.3,0.0023,0.07,0.006,0.001,0.055,161,,,,
0.7,918.45,696.84,81.88,660,428,760,0.3,0.0023,0.07,0.006,0.001,0.055,151,,,,
0.8,907.64,701.52,79.38,660,430,792,0.3,0.0022,0.08,0.008,0.001,0.057,163,,,,
0.65,920.04,701.56,80.71,670,425,980,0.3,0.0021,0.08,0.005,0.001,0.061,153,,,,
0.7,910.89,698.19,81.88,670,428,990,0.3,0.002,0.09,0.007,0.001,0.075,165,,,,
0.7,917.95,701.9,81.88,660,425,771,0.3,0.0022,0.07,0.006,0.001,0.063,163,,,,
0.65,918.39,696.51,77.4,670,424,909,0.8,0.045,0.16,0.006,0.001,0.001,163,,,,
0.7,919.06,700.12,81.88,660,427,809,0.3,0.0018,0.07,0.005,0.001,0.059,165,,,,
0.8,912.9,699.32,79.38,660,427,781,0.3,0.0022,0.07,0.007,0.001,0.067,155,,,,
0.7,913.58,702.25,81.88,660,424,750,0.3,0.0021,0.08,0.005,0.001,0.061,167,,,,
0.7,914.36,698.79,81.88,660,428,810,0.3,0.002,0.09,0.008,0.001,0.07,163,,,,
0.7,912.51,701.2,81.88,660,429,780,0.3,0.0021,0.07,0.007,0.001,0.063,162,,,,
1,913.01,696.12,77.2,660,426,810,0.3,0.0021,0.08,0.006,0.001,0.07,148,,,,
0.7,910.31,695.24,81.88,660,431,763,0.4,0.0027,0.08,0.008,0.001,0.064,145,,,,
0.65,915.1,698.13,80.71,660,426,750,0.3,0.0027,0.0799,0.0089,0.001,0.048,160,,,,
0.65,916.36,700.88,80.71,670,429,930,0.3,0.002,0.08,0.007,0.001,0.063,164,,,,
0.65,919.01,702.56,80.71,660,428,780,0.3,0.0017,0.08,0.006,0.001,0.058,172,,,,
0.65,905.52,561.3,80.71,660,425,780,0.3,0.0027,0.0799,0.0089,0.001,0.048,169,,,,
0.65,897.33,566.51,80.71,660,426,793,0.3,0.002,0.08,0.006,0.001,0.06,175,,,,
0.65,900.56,696.77,80.71,660,425,780,0.3,0.002,0.08,0.006,0.001,0.06,173,,,,
0.7,906.91,568.46,81.88,660,428,804,0.3,0.0027,0.07,0.007,0.001,0.063,167,,,,
0.7,895.84,567.36,81.88,660,425,750,0.3,0.0018,0.07,0.006,0.001,0.065,149,,,,
0.7,905.3,566,81.88,660,425,750,0.3,0.0018,0.07,0.006,0.001,0.065,168,,,,
0.7,893.58,562.35,81.88,660,425,780,0.3,0.0022,0.08,0.008,0.001,0.057,169,,,,
0.7,886.92,565.66,81.88,660,425,780,0.3,0.0022,0.08,0.008,0.001,0.057,175,,,,
0.7,904.57,701.37,81.88,660,426,809,0.3,0.0023,0.07,0.006,0.001,0.055,177,,,,
0.65,919.56,697.96,80.71,660,426,750,0.3,0.002,0.08,0.006,0.001,0.06,163,,,,
0.7,913.09,699.49,81.88,670,425,720,0.3,0.0027,0.07,0.007,0.001,0.063,150,,,,
0.7,907.29,700.45,81.88,660,429,753,0.3,0.0025,0.08,0.008,0.001,0.076,160,,,,
0.7,909.63,700.81,81.88,660,426,779,0.3,0.0024,0.0799,0.007,0.001,0.064,163,,,,
0.7,909.57,697.88,81.88,660,425,788,0.3,0.0025,0.08,0.008,0.001,0.076,153,,,,
0.7,921.51,701.66,81.88,660,425,780,0.3,0.0024,0.07,0.007,0.001,0.06,167,,,,
0.9,916.23,697.94,79.44,660,425,810,0.3,0.0025,0.07,0.007,0.001,0.063,169,,,,
0.9,918.02,702.31,79.44,660,426,780,0.3,0.002,0.07,0.006,0.001,0.057,153,,,,
0.8,902.98,696.5,79.38,660,428,815,0.3,0.0025,0.07,0.007,0.001,0.063,160,,,,
0.65,909.62,699.36,75.79,670,433,918,0.8,0.045,0.16,0.006,0.001,0.001,165,,,,
0.6,906.24,696.02,82.17,660,424,780,0.3,0.0021,0.08,0.005,0.001,0.061,159,,,,
0.65,910.66,569.93,75.79,670,428,960,0.8,0.045,0.16,0.007,0.001,0.001,149,,,,
0.7,900.82,567.41,81.88,660,425,810,0.3,0.0025,0.06,0.006,0.001,0.067,162,,,,
0.7,905.94,566.23,81.88,660,426,810,0.3,0.0019,0.07,0.006,0.001,0.0619,169,,,,
0.6,907.38,569.57,82.17,660,425,750,0.3,0.0022,0.07,0.007,0.001,0.067,167,,,,
0.8,892.94,565.17,79.38,660,425,771,0.3,0.0024,0.07,0.01,0.001,0.066,154,,,,
0.7,905.82,562.06,81.88,660,369,810,0.3,0.0034,0.07,0.0099,0.001,0.064,151,,,,
0.8,895.33,562.88,79.38,660,425,788,0.3,0.002,0.08,0.007,0.001,0.058,153,,,,
0.7,908.92,569.94,81.88,660,424,786,0.3,0.0022,0.08,0.006,0.001,0.062,153,,,,
0.9,905.25,697.18,79.44,660,428,804,0.3,0.0029,0.07,0.007,0.001,0.06,166,,,,
0.8,904.12,700.53,79.38,660,425,788,0.3,0.002,0.08,0.007,0.001,0.058,162,,,,
0.7,918.2,699.18,81.88,660,429,809,0.3,0.0025,0.08,0.007,0.001,0.063,165,,,,
1.6,919.67,697.77,63.67,670,427,909,0.8,0.045,0.16,0.006,0.001,0.001,174,,,,
0.7,915.81,700.11,81.88,670,429,960,0.3,0.0025,0.09,0.008,0.001,0.067,165,,,,
0.7,914.4,694.93,81.88,660,428,776,0.3,0.0026,0.08,0.004,0.001,0.058,158,,,,
0.7,912.28,698.27,81.88,660,425,745,0.3,0.0021,0.08,0.006,0.001,0.057,154,,,,
0.7,917.37,702.63,81.88,660,424,770,0.3,0.0018,0.08,0.008,0.001,0.068,148,,,,
0.7,917.24,697.55,81.88,660,425,737,0.3,0.0021,0.08,0.007,0.001,0.06,154,,,,
0.7,893.73,563.22,81.88,660,429,805,0.3,0.0018,0.08,0.008,0.001,0.068,147,,,,
0.6,899.84,568.5,82.17,660,424,786,0.3,0.0025,0.08,0.008,0.001,0.06,179,,,,
0.6,893.38,565.1,82.17,660,426,803,0.3,0.0024,0.08,0.005,0.001,0.06,165,,,,
0.7,919.22,699.08,81.88,660,428,776,0.3,0.0029,0.08,0.007,0.001,0.055,162,,,,
0.7,919.22,699.08,81.88,660,425,801,0.3,0.0025,0.09,0.005,0.001,0.064,148,,,,
0.7,920.91,693.3,81.88,670,429,900,0.3,0.0024,0.06,0.006,0.001,0.06,168,,,,
0.7,913.94,698.34,81.88,660,425,814,0.3,0.0021,0.08,0.006,0.001,0.057,175,,,,
0.7,912.17,696.84,81.88,660,425,814,0.3,0.0025,0.09,0.005,0.001,0.064,155.2,,,,
0.6,915.87,699.33,82.17,660,425,780,0.3,0.0019,0.09,0.003,0.001,0.063,175,,,,
0.9,921.03,699.64,79.44,660,426,784,0.3,0.0019,0.09,0.003,0.001,0.063,160,,,,
0.8,907.61,699.23,79.38,660,424,750,0.3,0.0025,0.1,0.002,0.001,0.06,163,,,,
0.8,918.85,702.38,79.38,660,247,938,0.3,0.0025,0.1,0.002,0.001,0.06,156,,,,
0.7,913.11,698.03,81.88,660,427,786,0.3,0.0025,0.09,0.003,0.001,0.07,161,,,,
0.7,921.92,700.23,81.88,660,429,903,0.3,0.0029,0.09,0.006,0.001,0.063,168,,,,
0.7,918.23,697.86,81.88,660,368,780,0.3,0.0022,0.07,0.003,0.001,0.062,154,,,,
0.7,915.83,699.87,81.88,660,426,784,0.3,0.0025,0.08,0.002,0.001,0.069,163,,,,
0.7,917.87,702.46,81.88,670,427,930,0.3,0.0025,0.09,0.005,0.001,0.079,178,,,,
0.65,903.83,564.74,75.79,670,429,927,0.8,0.05,0.17,0.008,0.001,0.001,173,,,,
0.7,917.5,700.05,81.88,690,309,1049,0.3,0.002,0.09,0.005,0.001,0.063,174,,,,
0.7,918.75,700.29,81.88,660,425,780,0.3,0.0024,0.1,0.006,0.001,0.059,171,,,,
0.7,914.78,697.27,81.88,660,425,801,0.3,0.0025,0.09,0.004,0.001,0.07,160,,,,
0.7,917.49,699.62,81.88,660,430,779,0.3,0.0018,0.06,0.004,0.001,0.063,164,,,,
0.7,921.11,701.03,81.88,660,426,780,0.3,0.0022,0.07,0.003,0.001,0.062,152,,,,
0.7,920.97,697.14,81.88,660,425,780,0.3,0.0018,0.06,0.004,0.001,0.063,164,,,,
0.7,930.12,699.85,81.88,660,425,780,0.3,0.0018,0.06,0.004,0.001,0.063,174,,,,
0.6,924.27,696.14,82.17,660,425,780,0.3,0.0025,0.08,0.006,0.001,0.057,149,,,,
0.9,928.44,700.23,78.49,660,427,780,0.3,0.0025,0.09,0.007,0.001,0.068,157,,,,
0.9,918.62,697.82,78.49,660,427,780,0.3,0.0021,0.07,0.007,0.001,0.067,155,,,,
0.9,926.73,698.34,76.88,660,425,780,0.3,0.002,0.08,0.006,0.001,0.062,157,,,,
0.9,930.7,698.39,76.88,660,424,780,0.3,0.002,0.08,0.006,0.001,0.062,159,,,,
0.7,924.48,701.28,81.88,660,424,780,0.3,0.0021,0.09,0.004,0.001,0.062,167,,,,
0.65,930.86,697.33,80.71,660,430,780,0.3,0.0019,0.08,0.004,0.001,0.062,159,,,,
0.6,913.35,696.96,82.17,660,425,780,0.5,0.0021,0.09,0.004,0.001,0.062,164,,,,
0.7,925.07,695.92,81.88,660,425,780,0.3,0.0023,0.08,0.005,0.001,0.065,160,,,,
0.7,921.32,698.91,81.88,660,425,780,0.3,0.0026,0.08,0.006,0.001,0.061,179,,,,
0.7,916.02,700.75,81.88,660,429,780,0.3,0.0035,0.0799,0.0049,0.001,0.0619,166,,,,
0.7,915.52,700.06,81.88,660,425,780,0.3,0.0023,0.08,0.007,0.001,0.06,166,,,,
0.7,917.94,701.9,81.88,660,428,780,0.3,0.0024,0.09,0.008,0.001,0.062,173,,,,
1.2,909.7,701.23,72.76,660,424,780,0.3,0.0026,0.08,0.006,0.001,0.061,150,,,,
0.6,925.1,699.38,82.17,660,427,786,0.3,0.0024,0.09,0.008,0.001,0.068,149,,,,
0.7,912.64,700.58,81.88,660,428,779,0.3,0.0027,0.08,0.004,0.001,0.062,149,,,,
0.7,911.63,694.84,81.88,690,425,780,0.3,0.002,0.09,0.004,0.001,0.07,179,,,,
0.7,918.52,700.11,81.88,660,430,780,0.3,0.0018,0.08,0.004,0.001,0.065,178,,,,
0.8,914.99,698.84,79.38,660,425,765,0.3,0.003,0.08,0.004,0.001,0.065,156,,,,
0.7,919.89,696.15,81.88,660,426,780,0.3,0.0024,0.07,0.005,0.001,0.068,156,,,,
1.2,921.9,698.68,72.76,660,425,780,0.3,0.003,0.08,0.004,0.001,0.065,169,,,,
0.75,917.49,701.23,80.63,660,426,780,0.3,0.0031,0.07,0.005,0.001,0.066,179,,,,
0.7,911.97,698.8,81.88,660,430,780,0.3,0.0023,0.08,0.007,0.001,0.06,148,,,,
0.7,921.1,698.05,81.88,660,424,780,0.3,0.0035,0.0799,0.0049,0.001,0.0619,152,,,,
0.7,914.16,695.36,81.88,660,426,780,0.3,0.0035,0.0799,0.0049,0.001,0.0619,162,,,,
0.65,926.92,699.55,80.71,660,426,780,0.3,0.002,0.06,0.003,0.001,0.06,171,,,,
0.65,921.45,699.59,80.71,670,426,894,0.3,0.002,0.06,0.003,0.001,0.06,176,,,,
0.9,920.54,697.95,79.44,660,424,780,0.3,0.0021,0.1,0.008,0.001,0.066,168,,,,
0.7,934.3,702.24,81.88,660,428,780,0.3,0.0024,0.06,0.007,0.001,0.056,175,,,,
0.7,928.33,696.54,81.88,660,426,780,0.3,0.0021,0.06,0.004,0.001,0.058,163,,,,
0.6,932.36,699.04,82.17,660,425,765,0.3,0.0016,0.04,0.002,0.001,0.063,159,,,,
0.7,926.24,697.41,81.88,660,428,778,0.3,0.0018,0.05,0.002,0.001,0.061,179,,,,
0.8,903.43,565.3,72.37,670,431,930,0.8,0.045,0.18,0.004,0.001,0.001,171,,,,
0.7,912.43,700.77,81.88,660,424,750,0.3,0.002,0.0599,0.004,0.001,0.0579,164,,,,
0.7,924.71,696.65,81.88,670,426,909,0.3,0.0025,0.1,0.002,0.001,0.06,161,,,,
0.65,917.36,695.42,80.71,670,427,867,0.3,0.003,0.08,0.004,0.001,0.065,156,,,,
0.6,929.81,694.06,82.17,670,427,867,0.3,0.0027,0.06,0.002,0.001,0.06,171,,,,
1.2,923.08,697.53,72.76,660,426,780,0.3,0.0027,0.06,0.002,0.001,0.06,151,,,,
0.7,924.74,698.05,81.88,660,425,780,0.3,0.0017,0.06,0.003,0.001,0.064,167,,,,
0.7,919.89,698.42,81.88,660,425,780,0.3,0.0017,0.06,0.003,0.001,0.064,169,,,,
0.7,915.25,701.2,81.88,660,427,780,0.3,0.002,0.06,0.004,0.001,0.058,164,,,,
0.8,914.12,698.71,79.38,660,426,780,0.3,0.002,0.09,0.004,0.001,0.07,170,,,,
0.7,917.82,698.21,81.88,660,368,780,0.3,0.0025,0.07,0.004,0.001,0.064,179,,,,
0.7,919.15,699.29,81.88,660,369,777,0.3,0.0027,0.08,0.006,0.001,0.063,174,,,,
0.7,915.45,699.78,81.88,660,426,780,0.3,0.0016,0.04,0.002,0.001,0.063,160,,,,
0.7,913.78,699.91,81.88,660,429,780,0.3,0.002,0.06,0.002,0.001,0.062,165,,,,
0.6,908.29,698.73,82.17,660,427,780,0.3,0.003,0.05,0.003,0.001,0.061,158,,,,
0.6,909.63,699.61,82.17,660,427,780,0.3,0.002,0.06,0.004,0.001,0.058,160,,,,
0.6,918.89,698.62,82.17,660,426,780,0.3,0.002,0.06,0.004,0.001,0.058,173,,,,
1.2,905.51,560.12,69.2,670,426,960,0.8,0.04,0.16,0.004,0.001,0.001,167,,,,
0.7,913.38,701.01,81.88,660,425,780,0.3,0.0021,0.1,0.008,0.001,0.066,168,,,,
0.65,918,699.21,80.71,660,427,780,0.3,0.0019,0.06,0.003,0.001,0.055,171,,,,
0.7,921.19,697.75,81.88,660,431,778,0.3,0.0016,0.06,0.002,0.001,0.061,172,,,,
0.7,926.79,699.36,81.88,660,426,780,0.3,0.002,0.06,0.002,0.001,0.062,164,,,,
1.2,909.24,576.34,69.2,670,426,960,0.8,0.04,0.15,0.003,0.001,0.001,170,,,,
1.2,901.61,564.17,69.2,670,427,858,0.8,0.04,0.16,0.004,0.001,0.001,166,,,,
0.7,901.14,566.51,74,670,426,930,0.8,0.04,0.16,0.004,0.001,0.001,156,,,,
0.7,909.98,699.55,81.88,660,428,780,0.3,0.0023,0.04,0.004,0.001,0.068,154,,,,
0.9,917.8,699.99,76.88,660,427,780,0.3,0.0017,0.05,0.004,0.001,0.059,163,,,,
0.9,921.57,701.71,76.88,660,428,780,0.3,0.002,0.05,0.003,0.001,0.058,178,,,,
0.65,897.19,566.01,77.4,670,424,930,0.8,0.04,0.14,0.004,0.001,0.001,174,,,,
0.65,903.21,564.8,77.4,670,424,930,0.8,0.04,0.14,0.004,0.001,0.001,165,,,,
0.9,905.73,563.63,69,670,427,930,0.8,0.04,0.14,0.002,0.001,0.001,173,,,,
0.9,902.8,564.92,69,670,427,930,0.8,0.03,0.15,0.004,0.001,0.001,168,,,,
1.2,902.13,574.87,69.2,670,424,964,0.8,0.04,0.14,0.004,0.001,0.001,156,,,,
1.2,910.6,576.38,69.2,670,427,858,0.8,0.04,0.14,0.002,0.001,0.001,160,,,,
0.9,917.92,700.55,79.44,660,426,780,0.3,0.0019,0.06,0.004,0.001,0.06,177,,,,
0.9,913.23,699.69,79.44,660,429,780,0.3,0.002,0.05,0.003,0.001,0.058,163,,,,
0.9,921.75,697.41,79.44,660,429,780,0.3,0.0019,0.06,0.004,0.001,0.06,175,,,,
0.9,910.84,700.04,79.44,660,431,778,0.3,0.0018,0.06,0.005,0.001,0.064,167,,,,
0.9,919.44,697.8,79.44,660,426,780,0.3,0.0018,0.06,0.005,0.001,0.064,147,,,,
0.65,915.59,696.16,80.71,660,426,779,0.3,0.0027,0.08,0.006,0.001,0.063,157,,,,
0.7,913.04,694.49,81.88,660,425,761,0.3,0.002,0.06,0.004,0.001,0.063,147,,,,
0.6,914.62,698.66,82.17,660,425,761,0.3,0.002,0.04,0.003,0.001,0.06,146,,,,
0.6,911.72,700.17,82.17,660,428,780,0.3,0.0018,0.06,0.005,0.001,0.064,166,,,,
0.6,913.19,696.65,82.17,660,427,780,0.3,0.0018,0.04,0.003,0.001,0.061,175,,,,
0.6,917.61,700.01,82.17,660,427,780,0.3,0.0019,0.05,0.004,0.001,0.056,145,,,,
0.6,915.49,697.92,82.17,660,427,780,0.3,0.0018,0.04,0.003,0.001,0.061,150,,,,
0.7,913.81,695.27,81.88,660,430,778,0.3,0.0025,0.09,0.004,0.001,0.058,158,,,,
0.7,915.83,700.38,81.88,660,428,780,0.3,0.0025,0.07,0.004,0.001,0.064,171,,,,
0.7,921.36,697.28,81.88,660,431,778,0.3,0.002,0.06,0.002,0.001,0.062,163,,,,
0.9,917.14,699.75,78.49,660,427,780,0.3,0.002,0.08,0.004,0.001,0.06,148,,,,
0.9,920.65,697.57,78.49,660,427,780,0.3,0.002,0.06,0.004,0.001,0.06,147,,,,
1.8,908.4,568.05,68.33,670,425,903,0.8,0.03,0.15,0.004,0.001,0.001,163,,,,
1.8,902.15,563.23,68.33,670,426,900,0.8,0.035,0.17,0.006,0.001,0.001,159,,,,
0.8,909.26,698.28,79.38,660,427,721,0.3,0.002,0.05,0.007,0.001,0.061,162,,,,
0.8,915.28,699.04,79.38,660,427,771,0.3,0.001,0.06,0.006,0.001,0.064,152,,,,
0.8,915.44,699.52,79.38,660,427,780,0.3,0.0031,0.06,0.005,0.001,0.065,159,,,,
0.8,916.81,698.13,79.38,670,312,892,0.5,0.0022,0.06,0.006,0.001,0.061,152,,,,
0.8,912.85,697.91,79.38,670,312,892,0.3,0.002,0.05,0.007,0.001,0.061,158,,,,
0.8,915.02,699.32,79.38,660,430,778,0.3,0.001,0.06,0.006,0.001,0.064,170,,,,
0.8,914.34,699.94,79.38,660,428,750,0.3,0.0022,0.1,0.003,0.001,0.066,177,,,,
0.8,913.82,702.54,79.38,660,427,771,0.3,0.0026,0.1,0.005,0.001,0.063,154,,,,
1.6,901.8,571.1,68.56,670,428,930,0.8,0.035,0.17,0.006,0.001,0.001,152,,,,
1.6,908.86,560.51,68.56,670,431,911,0.8,0.045,0.16,0.004,0.001,0.001,158,,,,
1.4,895.51,563.24,71.32,670,424,871,0.8,0.035,0.17,0.006,0.001,0.001,156,,,,
1.4,902.61,556.01,71.32,670,426,956,0.8,0.03,0.15,0.004,0.001,0.001,147,,,,
1.4,894.3,559.38,71.32,670,426,900,0.8,0.035,0.16,0.005,0.001,0.001,171,,,,
0.6,902.42,565.87,79.1,670,427,945,0.8,0.045,0.16,0.004,0.001,0.001,166,,,,
0.6,929.71,700.56,82.17,660,426,739,0.3,0.0022,0.05,0.005,0.001,0.056,161,,,,
0.8,917.01,699.81,79.38,660,428,780,0.3,0.0023,0.06,0.008,0.001,0.063,167,,,,
0.7,918.46,696.03,81.88,660,427,780,0.3,0.0025,0.06,0.005,0.001,0.062,167,,,,
0.8,928.47,700.85,79.38,660,427,803,0.3,0.0025,0.06,0.005,0.001,0.062,160,,,,
0.8,924.73,696.64,79.38,670,427,930,0.3,0.0022,0.06,0.004,0.001,0.064,149,,,,
0.8,922,697.93,79.38,660,427,803,0.3,0.0027,0.07,0.005,0.001,0.061,173,,,,
0.6,917.19,697.37,82.17,660,426,780,0.3,0.0025,0.06,0.005,0.001,0.062,179,,,,
0.6,915.06,699.02,82.17,660,425,774,0.3,0.0022,0.06,0.004,0.001,0.064,165,,,,
0.6,914.63,698.83,82.17,660,428,780,0.3,0.0022,0.05,0.005,0.001,0.056,165,,,,
0.6,907.95,700.56,82.17,660,428,780,0.3,0.002,0.05,0.007,0.001,0.065,163,,,,
0.7,910.34,700.17,81.88,660,427,803,0.3,0.0024,0.05,0.005,0.001,0.056,176,,,,
0.7,911.58,698.27,81.88,660,426,780,0.3,0.0019,0.06,0.005,0.001,0.064,168,,,,
0.6,888.54,566.3,77.61,670,429,930,0.8,0.035,0.14,0.004,0.001,0.001,167,,,,
0.65,903.39,571.94,75.79,670,425,899,0.8,0.05,0.17,0.008,0.001,0.001,172,,,,
0.65,916.08,699.71,80.71,660,425,764,0.3,0.001,0.06,0.006,0.001,0.064,177,,,,
0.65,917.82,699.26,80.71,660,429,748,0.3,0.0031,0.06,0.005,0.001,0.065,171,,,,
0.7,917.22,702.41,81.88,660,425,776,0.3,0.0021,0.04,0.005,0.001,0.062,148,,,,
0.7,917.74,698.39,81.88,660,429,748,0.3,0.002,0.07,0.005,0.001,0.058,155,,,,
0.7,916.4,700.36,81.88,660,369,780,0.3,0.002,0.07,0.005,0.001,0.058,172,,,,
0.7,915.33,700.54,81.88,660,428,780,0.3,0.0019,0.06,0.005,0.001,0.062,178,,,,
0.6,915.48,698.74,82.17,660,426,740,0.3,0.0027,0.07,0.005,0.001,0.061,179,,,,
0.7,917.11,699.86,81.88,660,426,780,0.3,0.0025,0.06,0.005,0.001,0.056,154,,,,
0.7,916.98,698.94,81.88,660,430,779,0.3,0.0018,0.05,0.005,0.001,0.064,154,,,,
0.7,912.29,699.91,81.88,660,429,756,0.3,0.0018,0.05,0.005,0.001,0.064,174,,,,
0.7,917.73,697.99,81.88,660,426,720,0.3,0.0018,0.05,0.005,0.001,0.064,175,,,,
0.7,914.45,699.88,81.88,660,427,780,0.3,0.0018,0.06,0.005,0.001,0.066,175,,,,
0.7,915.61,703.66,81.88,660,427,780,0.3,0.0015,0.07,0.005,0.001,0.07,176,,,,
0.65,907.57,699.78,80.71,660,430,779,0.3,0.0026,0.05,0.006,0.001,0.064,168,,,,
0.65,916.04,698.87,80.71,660,360,780,0.3,0.0035,0.0599,0.0049,0.001,0.0579,148,,,,
0.9,907.08,696.4,78.49,660,429,780,0.3,0.0023,0.05,0.005,0.001,0.056,147,,,,
0.7,907.01,699.34,81.88,660,431,723,0.3,0.002,0.06,0.005,0.001,0.061,149,,,,
0.7,906.13,698.94,81.88,670,426,933,0.3,0.002,0.06,0.006,0.001,0.066,167,,,,
0.8,913.54,697.4,79.38,660,420,780,0.3,0.002,0.06,0.007,0.001,0.062,178,,,,
0.7,901.62,567.98,72,670,427,945,0.8,0.037,0.13,0.004,0.001,0.001,164,,,,
1.6,907.66,575.23,68.56,670,430,928,0.8,0.035,0.16,0.005,0.001,0.001,151,,,,
0.8,911.17,699.86,79.38,660,425,780,0.3,0.0024,0.06,0.005,0.001,0.068,178,,,,
0.8,915.31,701.06,79.38,660,365,780,0.3,0.002,0.05,0.007,0.001,0.065,166,,,,
0.9,928.73,698.19,79.44,660,429,748,0.3,0.0022,0.06,0.004,0.001,0.064,155,,,,
0.7,920.5,700.11,81.88,660,429,780,0.3,0.0034,0.05,0.005,0.001,0.054,153,,,,
0.75,914.91,696.73,80.63,660,427,785,0.3,0.0026,0.06,0.006,0.001,0.056,168,,,,
0.9,919.76,697.86,78.49,660,424,800,0.6,0.0023,0.05,0.005,0.001,0.056,167,,,,
0.7,920.81,698.17,81.88,660,426,720,0.3,0.0019,0.07,0.006,0.001,0.06,158,,,,
1.6,900.38,567.81,68.56,670,425,903,0.8,0.045,0.16,0.004,0.001,0.001,159,,,,
1.2,899.69,564.73,69.2,670,425,930,0.8,0.03,0.16,0.005,0.001,0.001,175,,,,
1.2,904.25,570.51,69.2,670,426,922,0.8,0.035,0.17,0.008,0.001,0.001,151,,,,
0.7,905.26,559.39,75.77,670,427,943,0.6,0.03,0.16,0.004,0.001,0.001,149,,,,
0.7,916.89,701.41,81.88,660,429,780,0.3,0.0035,0.0599,0.0049,0.001,0.0579,166,,,,
0.6,915.11,701.01,82.17,660,429,780,0.3,0.0026,0.06,0.006,0.001,0.056,158,,,,
0.8,919.8,698.08,79.38,660,429,780,0.3,0.0024,0.06,0.005,0.001,0.068,161,,,,
