Thickness,FRT,CT,% TCM Reduc,Cold Spot,Control Heating Time,Soaking Time,SPM Elongation,% Carbon,% Mn,%SI,%NB,%TI,YS (Mpa),,,,
0.8,893.24,574.29,73,590,259,496,1.2,0.045,0.29,0.002,0.001,0.001,210,,,,
0.65,914.81,700.79,80.71,660,428,791,0.3,0.002,0.06,0.005,0.001,0.06,139,,,,
3,874.39,680.49,44.25,570,417,299,2.2,0.035,0.21,0.008,0.001,0.001,195,,,,
1.55,882.06,572.84,54.63,570,427,320,1.5,0.0599,0.46,0.004,0.001,0.001,185,,,,
0.7,897.05,554.34,69.71,670,426,900,0.6,0.035,0.16,0.004,0.001,0.001,153,,,,
3,891.28,571.16,44.47,570,247,404,1.8,0.04,0.26,0.003,0.001,0.001,215,,,,
0.8,868.44,575.04,72.5,590,400,386,1.2,0.045,0.29,0.005,0.001,0.001,182,,,,
1.2,894.86,567.22,55.82,600,246,403,1.2,0.07,1.37,0.031,0.031,0.011,388,,,,
1.54,889.68,572.39,58.47,590,368,390,1.5,0.06,0.45,0.01,0.001,0.001,190,,,,
0.7,922.4,699.3,81.88,660,366,779,0.3,0.0023,0.07,0.003,0.001,0.06,142,,,,
1,915.23,698.75,77.2,660,427,810,0.3,0.0019,0.07,0.003,0.001,0.064,126,,,,
0.8,928.87,699.51,79.38,670,427,900,0.3,0.0026,0.06,0.006,0.001,0.061,146,,,,
1.2,884.31,572.19,61.56,590,370,296,1.2,0.04,0.25,0.004,0.001,0.001,193,,,,
1,917.05,697.69,77.2,660,368,750,0.3,0.0019,0.05,0.005,0.001,0.062,139,,,,
2,880.3,605.52,46.13,600,266,415,1.2,0.07,1.32,0.028,0.035,0.015,373,,,,
1.2,895.39,576.74,62.06,590,381,407,1.2,0.05,0.22,0.004,0.001,0.001,200,,,,
0.7,920.78,701.53,76.53,690,306,958,0.5,0.0033,0.42,0.0089,0.001,0.043,216,,,,
0.7,930.46,716.22,78.21,690,310,987,0.5,0.0027,0.48,0.005,0.001,0.043,214,,,,
1,921.42,704.38,77.2,660,367,810,0.3,0.0025,0.08,0.007,0.001,0.064,131,,,,
0.65,907.82,570.96,77.4,670,428,914,0.8,0.035,0.17,0.01,0.001,0.001,163,,,,
0.8,908.58,573.86,74,690,343,970,1.2,0.003,0.35,0.004,0.001,0.001,201,,,,
1,885.76,570.72,65.77,590,244,420,1.2,0.04,0.26,0.003,0.001,0.001,191,,,,
1,879.38,575.84,71.09,660,423,748,1.2,0.06,0.25,0.002,0.001,0.001,200,,,,
1.45,885.82,574.19,57.63,570,245,440,1.2,0.06,0.43,0.003,0.001,0.001,195,,,,
0.8,876.71,571,72.5,590,293,374,1.2,0.05,0.26,0.004,0.001,0.001,191,,,,
1.9,882.62,568.51,53.71,570,382,387,1.5,0.0399,0.4,0.0049,0.001,0.001,180,,,,
0.6,910.66,696.74,82.17,670,426,932,0.3,0.0023,0.06,0.002,0.001,0.063,138,,,,
1.2,922.46,699.04,72.89,660,428,780,1,0.0018,0.06,0.006,0.001,0.06,158,,,,
0.9,915.91,569.29,69,670,425,930,0.8,0.04,0.16,0.01,0.001,0.001,179,,,,
1.5,903.83,564.94,70.48,670,427,809,0.8,0.045,0.15,0.003,0.001,0.001,180,,,,
1.2,884.61,574.19,65.51,590,252,384,1.2,0.05,0.43,0.004,0.001,0.001,195,,,,
1,909.07,568.99,74.23,670,428,888,0.8,0.04,0.17,0.01,0.001,0.001,164,,,,
0.7,911.23,710.4,81.88,660,368,776,0.3,0.0024,0.07,0.005,0.001,0.06,146,,,,
1.2,885.64,574.99,65.31,570,245,419,1.2,0.045,0.27,0.005,0.001,0.001,199,,,,
2.5,884.99,569.22,53.73,570,374,351,1.8,0.04,0.25,0.003,0.001,0.001,217,,,,
1,881.96,574.24,72.11,590,302,351,1.2,0.06,0.43,0.006,0.001,0.001,205,,,,
0.8,919.89,700.07,79.38,660,428,795,0.3,0.0022,0.07,0.004,0.001,0.066,157,,,,
1.2,903.58,563.78,67.58,670,428,915,0.8,0.04,0.17,0.007,0.001,0.001,179,,,,
1.5,889.26,575.61,56.2,570,384,252,1.2,0.06,0.45,0.008,0.001,0.001,200,,,,
0.9,920.53,702.89,78.49,660,431,796,0.3,0.0024,0.08,0.005,0.001,0.058,142,,,,
1.54,880.65,574.62,58.47,570,266,370,1.5,0.07,0.42,0.007,0.001,0.001,195,,,,
0.6,919.45,704.26,79.9,690,307,975,0.5,0.0027,0.4,0.006,0.001,0.037,210,,,,
0.8,900.02,574.08,74.94,570,243,365,1.2,0.07,0.43,0.005,0.001,0.001,195,,,,
1.55,909.02,572.22,64.78,670,426,895,0.8,0.035,0.18,0.007,0.001,0.001,178,,,,
1,936.24,700.31,77.2,660,426,780,0.3,0.002,0.07,0.007,0.001,0.065,136,,,,
1.54,887.31,581.4,58.47,600,283,400,1.5,0.06,0.49,0.004,0.001,0.001,185,,,,
1.25,874.41,575.34,65.08,590,382,364,1.2,0.07,0.47,0.013,0.001,0.001,221,,,,
0.8,880.99,574.01,74.94,590,271,366,1.2,0.05,0.46,0.003,0.001,0.001,205,,,,
2,894.1,679.32,57.42,570,252,365,2.2,0.03,0.2,0.006,0.001,0.001,198,,,,
1.6,890.61,680.19,59.28,570,438,277,1.8,0.03,0.2,0.006,0.001,0.001,198,,,,
1.5,879.48,573.47,60.05,590,245,405,1.2,0.04,0.23,0.005,0.001,0.001,205,,,,
1,890.18,572.57,66.53,590,285,366,1.2,0.06,0.44,0.003,0.001,0.001,212,,,,
0.9,890.64,572.67,74.2,590,263,388,1.2,0.06,0.48,0.004,0.001,0.001,200,,,,
1,895.34,577.07,72.11,570,246,378,1.2,0.08,0.43,0.006,0.001,0.001,213,,,,
0.7,886.02,566.82,77.91,570,249,366,1,0.05,0.26,0.006,0.001,0.001,210,,,,
1,899.7,565.47,72.87,670,429,899,0.8,0.04,0.15,0.004,0.001,0.001,157,,,,
1,914.76,570.97,74.23,670,430,894,0.8,0.03,0.16,0.006,0.001,0.001,170,,,,
1.2,910.44,699.79,72.76,660,426,780,0.3,0.0022,0.07,0.004,0.001,0.061,149,,,,
2,914.46,568.46,64.84,670,425,900,0.8,0.035,0.18,0.002,0.001,0.001,179,,,,
1,887.23,571.61,66.27,590,394,368,1.2,0.05,0.35,0.002,0.001,0.001,220,,,,
1.6,882.43,683.43,57.13,590,273,394,1.8,0.03,0.19,0.004,0.001,0.001,182,,,,
1,911.37,570.34,72.11,590,379,369,1.2,0.06,0.43,0.003,0.001,0.001,205,,,,
1.6,882.56,576.06,57.32,590,397,367,1.4,0.04,0.22,0.003,0.001,0.001,206,,,,
0.75,937.69,703.04,80.63,660,424,767,0.3,0.0023,0.06,0.005,0.001,0.06,146,,,,
0.65,918.99,699.46,80.71,660,425,780,0.5,0.002,0.1,0.007,0.001,0.0659,150,,,,
0.55,884.17,573.23,77.76,570,330,286,0.8,0.06,0.45,0.01,0.001,0.001,210,,,,
1.75,891.08,574.86,52.87,590,375,364,1.5,0.06,0.42,0.004,0.001,0.001,205,,,,
1.4,914.85,569.42,70.13,670,429,895,0.8,0.04,0.16,0.004,0.001,0.001,161,,,,
0.8,912.24,570.43,72.37,670,426,930,0.8,0.0399,0.1299,0.0049,0.001,0.001,170,,,,
2,884.52,680.89,54.58,570,243,390,2.2,0.04,0.21,0.005,0.001,0.001,193,,,,
2,895.68,680.78,54.33,590,248,405,2,0.04,0.2,0.004,0.001,0.001,205,,,,
1.5,883.85,573.02,59.66,590,244,375,1.2,0.08,0.43,0.044,0.001,0.001,185,,,,
0.58,884.67,572.02,78.3,590,262,376,0.6,0.08,0.43,0.044,0.001,0.001,242,,,,
1.25,919.11,699.49,71.64,660,427,795,0.5,0.0017,0.07,0.004,0.001,0.057,157,,,,
0.8,917.31,698.54,79.38,660,424,807,0.6,0.0023,0.08,0.008,0.001,0.08,155,,,,
0.65,910.23,699.11,80.71,660,431,777,0.3,0.0035,0.06,0.005,0.001,0.06,148,,,,
0.8,921.63,702.73,79.38,670,425,955,0.3,0.0019,0.08,0.002,0.001,0.063,140,,,,
0.7,894.65,567.85,75.97,670,427,915,0.8,0.035,0.16,0.002,0.001,0.001,160,,,,
1,903.45,563.94,74.23,670,557,774,0.8,0.04,0.15,0.005,0.001,0.001,168,,,,
1,915.83,565.4,72.87,670,431,925,0.8,0.04,0.14,0.005,0.001,0.001,159,,,,
1,906.72,572.81,74.23,670,429,899,0.8,0.032,0.15,0.006,0.001,0.001,160,,,,
0.7,907.34,700.8,81.88,660,427,800,0.6,0.002,0.0799,0.003,0.001,0.0599,150,,,,
0.8,872.19,572.31,72.5,590,244,417,1.2,0.05,0.26,0.003,0.001,0.001,204,,,,
1.4,902.31,701.12,71.46,660,425,790,0.3,0.0016,0.06,0.006,0.001,0.06,132,,,,
1.8,890.46,571.3,53.95,590,389,338,1.5,0.06,0.45,0.006,0.001,0.001,180,,,,
0.9,888.19,577.99,71.78,600,287,394,1.2,0.06,0.43,0.007,0.001,0.001,220,,,,
0.6,882.1,574.69,75.76,570,320,314,1,0.045,0.27,0.004,0.001,0.001,215,,,,
0.65,889.16,573.1,73.72,570,287,350,1,0.045,0.27,0.004,0.001,0.001,211,,,,
1.2,910.64,570.29,69.2,670,430,894,0.8,0.035,0.17,0.004,0.001,0.001,167,,,,
1.25,904.43,570.53,65.84,590,461,292,0.8,0.04,0.25,0.005,0.001,0.001,188,,,,
1.5,892.13,559.6,70.48,670,428,860,0.8,0.03,0.16,0.004,0.001,0.001,168,,,,
1.5,890.49,571.76,59.66,590,429,341,1.2,0.05,0.42,0.008,0.001,0.001,185,,,,
0.9,887,570.49,69.63,570,246,420,1.2,0.045,0.27,0.004,0.001,0.001,210,,,,
0.7,925.74,699.41,81.88,660,427,795,0.3,0.0023,0.07,0.004,0.001,0.062,138,,,,
0.75,914.12,699.92,80.63,660,369,795,0.3,0.0024,0.06,0.002,0.001,0.059,141,,,,
2.5,870.13,574.67,53.73,590,422,273,1.8,0.05,0.3,0.005,0.001,0.001,217,,,,
1.6,917.01,567.51,68.56,670,426,930,0.8,0.04,0.18,0.002,0.001,0.001,178,,,,
1.6,918.69,567.03,68.56,670,426,879,0.8,0.045,0.14,0.004,0.001,0.001,174,,,,
1,900.35,575.77,72.11,590,247,399,1.2,0.05,0.44,0.008,0.001,0.001,184,,,,
0.7,913.52,700.51,81.88,660,426,756,0.3,0.0019,0.06,0.003,0.001,0.057,137,,,,
1.5,900.44,574.23,61.25,590,416,319,0.8,0.05,0.2199,0.0049,0.001,0.001,186,,,,
1.25,911.53,568.57,65.84,570,432,232,0.8,0.035,0.25,0.004,0.001,0.001,201,,,,
2.5,886.51,571.99,53.73,570,267,362,1.8,0.06,0.29,0.005,0.001,0.001,216,,,,
0.8,911.63,565.54,72.37,670,431,927,0.8,0.04,0.17,0.006,0.001,0.001,165,,,,
1.6,882.98,574.85,59.05,590,368,418,1.6,0.04,0.28,0.003,0.001,0.001,209,,,,
0.63,885.21,571.41,79.03,570,387,335,1,0.06,0.44,0.007,0.001,0.001,211,,,,
1,908.39,570.14,74.23,670,430,869,0.8,0.045,0.15,0.004,0.001,0.001,175,,,,
0.65,911.89,699.43,78.23,690,307,988,0.5,0.003,0.44,0.003,0.001,0.04,214,,,,
1,876.91,571.93,72.11,570,250,362,1.2,0.05,0.43,0.004,0.001,0.001,195,,,,
0.7,920.09,699.06,81.88,660,368,800,0.3,0.0021,0.06,0.005,0.001,0.063,158,,,,
1.2,916.91,699.13,72.89,660,430,794,1,0.0019,0.06,0.004,0.001,0.06,158,,,,
1.25,912.02,570.27,67.93,670,429,915,0.8,0.04,0.16,0.0089,0.001,0.001,169,,,,
1.2,919.18,700.11,72.76,660,431,787,0.3,0.0022,0.05,0.006,0.001,0.059,148,,,,
0.78,908.65,569.91,73.03,670,430,930,0.8,0.04,0.16,0.004,0.001,0.001,169,,,,
0.8,886.29,568.15,74.94,570,247,369,1.2,0.06,0.41,0.006,0.001,0.001,195,,,,
0.8,917.16,701.7,79.38,660,369,797,0.3,0.0027,0.05,0.006,0.001,0.059,148,,,,
0.75,928.38,699.72,80.63,660,367,806,0.3,0.0023,0.08,0.0089,0.001,0.065,130,,,,
0.7,883.49,573.39,77.44,590,255,392,1,0.06,0.25,0.01,0.001,0.001,202,,,,
0.6,914.51,701.18,82.17,670,427,884,0.3,0.0027,0.06,0.004,0.001,0.062,147,,,,
0.8,913.91,701.02,79.38,660,428,795,0.3,0.002,0.0599,0.002,0.001,0.0599,151,,,,
1,891.02,575.14,72.11,590,252,400,1.2,0.06,0.46,0.004,0.001,0.001,215,,,,
0.65,914.06,698.31,78.23,690,308,965,0.5,0.0032,0.49,0.01,0.001,0.042,224,,,,
1.5,886.75,569.2,60.05,570,247,384,1.2,0.06,0.25,0.006,0.001,0.001,206,,,,
0.7,901.95,698.75,81.88,660,427,780,0.3,0.0026,0.06,0.004,0.001,0.062,143,,,,
1.9,882.42,680.78,53.95,570,366,360,1.8,0.04,0.22,0.007,0.001,0.001,199,,,,
0.65,881.84,571.25,76.54,570,246,360,1,0.05,0.27,0.0089,0.001,0.001,201,,,,
1,875.14,571.2,65.77,590,266,399,1.2,0.045,0.27,0.005,0.001,0.001,191,,,,
1.6,918.07,691.71,54.06,690,303,990,0.7,0.003,0.4199,0.004,0.001,0.035,238,,,,
1.2,889.18,576.73,65.31,570,298,317,1.2,0.045,0.26,0.004,0.001,0.001,202,,,,
3,883.4,573.29,44.47,590,270,358,1.8,0.05,0.23,0.004,0.001,0.001,215,,,,
0.8,906.54,564.91,72.37,670,425,930,0.8,0.05,0.16,0.005,0.001,0.001,162,,,,
0.63,903.87,566.51,75.43,570,244,376,0.8,0.03,0.21,0.004,0.001,0.001,222,,,,
0.4,892.69,570.42,83.17,590,374,397,0.7,0.045,0.25,0.004,0.001,0.001,202,,,,
0.7,919.17,699.03,81.88,660,427,780,0.3,0.0018,0.06,0.006,0.001,0.06,147,,,,
0.6,887.48,575.48,79.8,570,348,287,1,0.07,0.44,0.008,0.001,0.001,232,,,,
2,889.89,678.95,54.58,590,265,371,2.2,0.03,0.21,0.002,0.001,0.001,193,,,,
0.67,898.28,549.55,73.19,670,426,900,0.6,0.05,0.18,0.005,0.001,0.001,155,,,,
1,910.77,698.05,77.2,660,431,777,0.3,0.0024,0.04,0.006,0.001,0.06,129,,,,
0.9,881.53,574.36,69.13,590,264,389,1.2,0.05,0.28,0.004,0.001,0.001,206,,,,
0.7,925.65,696.93,81.88,670,425,900,0.3,0.0025,0.05,0.006,0.001,0.062,141,,,,
0.8,917.85,700.84,79.38,660,427,810,0.3,0.0026,0.06,0.0089,0.001,0.055,138,,,,
0.7,913.16,700.09,81.88,660,425,795,0.3,0.0021,0.06,0.005,0.001,0.059,143,,,,
0.8,888.03,578.28,73,590,249,420,1.2,0.042,0.24,0.004,0.001,0.001,210,,,,
0.8,917.72,701.58,73.2,690,306,988,0.5,0.0027,0.3899,0.006,0.001,0.037,206,,,,
1.5,890.38,585.34,60.05,590,272,365,1.2,0.04,0.27,0.004,0.001,0.001,212,,,,
0.7,904.06,565.23,75.97,670,428,928,0.8,0.05,0.17,0.005,0.001,0.001,172,,,,
2,881.84,682.61,48.9,590,271,378,2.2,0.045,0.21,0.007,0.001,0.001,192,,,,
1.2,884.91,574.95,66.28,590,404,341,1.2,0.048,0.23,0.002,0.001,0.001,215,,,,
1.2,880.17,575.83,65.83,590,258,410,1.2,0.05,0.24,0.002,0.001,0.001,204,,,,
0.7,917.95,701.26,78.67,690,305,980,0.5,0.0027,0.41,0.006,0.001,0.039,209,,,,
1.4,924.8,704.53,59.8,690,306,1020,0.5,0.0027,0.41,0.006,0.001,0.039,209,,,,
1.2,922.4,698.89,62.31,690,304,975,0.6,0.003,0.4399,0.0049,0.001,0.0379,217,,,,
1.6,878.61,574.5,59.05,590,264,389,1.4,0.045,0.29,0.003,0.001,0.001,185,,,,
0.8,889.82,579.51,73,570,407,290,1.2,0.035,0.24,0.002,0.001,0.001,210,,,,
3,888.63,574.66,44.47,570,444,293,1.8,0.04,0.27,0.008,0.001,0.001,215,,,,
1.45,886.95,574.45,57.63,570,263,388,1.2,0.06,0.47,0.008,0.001,0.001,190,,,,
0.8,901.83,567.44,70.39,670,424,905,0.8,0.04,0.16,0.007,0.001,0.001,174,,,,
1.5,923.23,707.59,69.46,670,436,922,0.3,0.0023,0.06,0.005,0.001,0.056,158,,,,
1.6,886.28,578.27,57.32,590,271,381,1.4,0.05,0.26,0.005,0.001,0.001,213,,,,
1,915.67,570.37,74.23,670,427,914,0.8,0.04,0.16,0.006,0.001,0.001,162,,,,
1.2,890.2,575.72,65.31,590,250,390,1.2,0.05,0.24,0.003,0.001,0.001,200,,,,
1.25,910.68,566.08,65.84,590,389,369,0.8,0.033,0.2,0.008,0.001,0.001,199,,,,
1.2,909.69,699.3,62.31,690,317,969,0.5,0.0026,0.4,0.007,0.001,0.0469,210,,,,
1.6,915.98,570.14,68.56,670,424,895,0.8,0.04,0.18,0.0089,0.001,0.001,175,,,,
1.9,879.36,569.28,53.71,570,251,354,1.5,0.0399,0.4,0.0049,0.001,0.001,190,,,,
0.65,915.34,568.09,77.4,670,424,900,0.8,0.04,0.18,0.0089,0.001,0.001,168,,,,
0.7,907.03,701.2,81.88,660,427,810,0.3,0.0017,0.05,0.004,0.001,0.056,137,,,,
1.5,920.46,572.96,70.48,670,426,900,0.8,0.035,0.16,0.008,0.001,0.001,164,,,,
1.5,889.34,572.79,60.05,590,262,388,1.2,0.045,0.26,0.003,0.001,0.001,217,,,,
1.6,889.61,683.06,57.13,590,302,350,1.8,0.03,0.22,0.007,0.001,0.001,196,,,,
0.7,915.78,697.97,81.88,660,426,756,0.3,0.0019,0.05,0.003,0.001,0.055,144,,,,
0.8,913.3,570.49,70.39,670,425,930,0.8,0.0399,0.17,0.0049,0.001,0.001,180,,,,
1,920.42,570.27,74.23,670,429,888,0.8,0.0399,0.17,0.006,0.001,0.001,170,,,,
1.5,892.13,573.4,59.66,570,377,350,1.2,0.0599,0.4499,0.013,0.001,0.001,200,,,,
1,884.86,573.77,72.11,590,245,410,1.2,0.07,0.45,0.012,0.001,0.001,213,,,,
0.65,914.19,570.13,75.79,670,427,930,0.8,0.04,0.16,0.011,0.001,0.001,157,,,,
0.6,908.48,570.11,79.33,670,426,944,0.8,0.04,0.15,0.008,0.001,0.001,161,,,,
0.8,917.09,700.27,79.38,660,429,780,0.3,0.0024,0.07,0.008,0.001,0.055,141,,,,
1.1,886.1,572.96,68.67,590,327,310,1.2,0.05,0.25,0.003,0.001,0.001,202,,,,
0.75,903.56,701.98,74.87,690,306,990,0.5,0.003,0.41,0.007,0.001,0.035,211,,,,
1.54,893.5,575.02,58.47,570,245,402,1.5,0.05,0.49,0.006,0.001,0.001,182,,,,
0.58,891.5,575.98,76.56,570,306,292,0.7,0.08,0.45,0.005,0.001,0.001,217,,,,
0.8,903.14,567.82,72.37,670,429,915,0.8,0.03,0.15,0.003,0.001,0.001,178,,,,
1,917.86,569.22,72.87,670,427,915,0.8,0.04,0.15,0.008,0.001,0.001,179,,,,
1.2,878.2,572.03,61.56,590,245,405,1.2,0.05,0.28,0.004,0.001,0.001,208,,,,
0.63,887.29,575.55,77.54,570,375,398,1,0.06,0.46,0.0089,0.001,0.001,213,,,,
1,881.05,562.09,72.11,620,245,405,1.2,0.0799,0.4199,0.012,0.001,0.001,232,,,,
0.8,886.06,572.62,74.94,570,377,397,1.2,0.06,0.44,0.007,0.001,0.001,195,,,,
1,895.15,578.73,72.11,590,384,386,1.2,0.0599,0.4199,0.006,0.001,0.001,205,,,,
2,884.68,577.31,49.1,570,366,390,1.8,0.04,0.26,0.004,0.001,0.001,204,,,,
0.9,901.53,573.29,69.63,570,425,303,1.2,0.05,0.37,0.002,0.001,0.001,219,,,,
1.55,889.3,573.77,55.09,570,288,336,1.4,0.06,0.25,0.002,0.001,0.001,206,,,,
0.75,913.21,699.69,80.63,660,367,806,0.3,0.0017,0.0599,0.004,0.001,0.056,149,,,,
0.8,903.44,563.9,70.39,670,428,888,0.8,0.05,0.16,0.007,0.001,0.001,160,,,,
1.2,903.23,567.83,69.2,670,425,900,0.8,0.05,0.16,0.007,0.001,0.001,178,,,,
0.8,903.21,566.24,72.37,670,428,900,0.8,0.0399,0.1599,0.004,0.001,0.001,177,,,,
1.6,887.78,573.02,57.32,570,255,353,1.4,0.045,0.24,0.002,0.001,0.001,218,,,,
1.75,921.22,700.91,64.44,660,367,779,0.3,0.0025,0.05,0.002,0.001,0.059,150,,,,
1.2,891.27,563.96,55.82,600,245,435,1.2,0.08,1.25,0.048,0.033,0.011,409,,,,
1.8,898.39,571.49,56.19,570,327,309,1.4,0.04,0.31,0.002,0.001,0.001,204,,,,
1.2,924.46,701.63,62.31,690,306,988,0.5,0.0027,0.43,0.003,0.001,0.039,203,,,,
1,924.87,702.25,71.29,690,322,973,0.5,0.0023,0.42,0.005,0.001,0.04,211,,,,
0.8,927.28,701.12,79.38,660,428,786,0.3,0.0024,0.08,0.005,0.001,0.065,140,,,,
1,920.96,700.99,68.59,690,320,960,0.5,0.002,0.43,0.005,0.001,0.044,193,,,,
1,920.96,700.99,68.59,690,320,960,0.5,0.002,0.43,0.005,0.001,0.044,193,,,,
0.8,909.7,570.26,72.37,670,426,900,0.8,0.035,0.18,0.005,0.001,0.001,160,,,,
1.15,884.14,575.41,63.16,570,398,338,1.2,0.06,0.45,0.006,0.001,0.001,211,,,,
1.5,892.21,574.1,56.2,590,413,333,1.2,0.0599,0.4399,0.006,0.001,0.001,185,,,,
0.7,913.22,699.65,81.88,660,425,780,0.3,0.0025,0.04,0.006,0.001,0.064,143,,,,
0.8,882.39,573.91,73,590,365,426,1.2,0.05,0.28,0.0179,0.001,0.001,216,,,,
2,886.55,569.75,54.76,590,418,328,1.8,0.05,0.25,0.007,0.001,0.001,204,,,,
2,906.71,564.35,59.22,670,430,928,0.8,0.045,0.18,0.013,0.001,0.001,179,,,,
1.4,880.71,577.23,64.58,650,247,660,1.2,0.048,0.31,0.0049,0.001,0.001,199,,,,
1.6,886.98,682.02,57.13,590,370,367,1.8,0.045,0.21,0.003,0.001,0.001,199,,,,
0.8,923.58,702.34,79.38,660,427,810,0.6,0.0023,0.05,0.004,0.001,0.064,151,,,,
0.7,917.72,702.33,81.88,660,425,780,0.3,0.0019,0.07,0.006,0.001,0.0579,138,,,,
0.75,918.08,698.77,80.63,660,365,810,0.3,0.0019,0.07,0.006,0.001,0.0579,135,,,,
1.9,893.71,581.49,53.71,600,247,388,1.5,0.08,0.44,0.0089,0.001,0.001,190,,,,
1,887.5,576.78,68.63,590,246,390,1.2,0.06,0.45,0.002,0.001,0.001,225,,,,
1.2,880.73,572.07,68.05,660,368,780,1.2,0.05,0.29,0.003,0.001,0.001,198,,,,
0.7,880.02,578.97,76.43,570,246,375,1,0.05,0.28,0.002,0.001,0.001,205,,,,
0.65,923.4,700.22,80.71,660,426,810,0.3,0.0016,0.06,0.005,0.001,0.061,139,,,,
1.6,875.61,679.39,57.13,590,281,364,1.8,0.025,0.23,0.015,0.001,0.001,192,,,,
1.2,920.96,700.72,62.31,690,322,973,0.5,0.0023,0.38,0.004,0.001,0.038,205,,,,
0.6,886.98,568.01,75.76,570,244,370,1,0.05,0.26,0.002,0.001,0.001,200,,,,
0.8,925.48,698.57,79.38,670,427,869,0.3,0.0022,0.06,0.004,0.001,0.062,136,,,,
0.8,903.93,702.55,79.38,660,428,775,0.3,0.0021,0.07,0.003,0.001,0.058,140,,,,
1.5,888.27,572.71,60.26,570,281,369,1.2,0.05,0.43,0.005,0.001,0.001,226,,,,
1.4,908.02,570.33,64.15,670,425,915,0.8,0.037,0.14,0.003,0.001,0.001,179,,,,
2,889.23,681.01,54.58,570,420,218,2.2,0.04,0.2,0.004,0.001,0.001,196,,,,
1,884.8,575.25,72.11,590,383,385,1.2,0.06,0.45,0.007,0.001,0.001,213,,,,
1,878.29,568.58,65.77,590,248,418,1.2,0.04,0.26,0.002,0.001,0.001,189,,,,
1.25,919.13,703.04,71.64,660,427,800,0.5,0.0017,0.07,0.005,0.001,0.057,146,,,,
0.7,915.98,700.39,74.86,690,307,970,0.5,0.0018,0.4,0.005,0.001,0.043,216,,,,
0.8,905.19,565.22,72.37,670,424,885,0.8,0.035,0.16,0.006,0.001,0.001,151,,,,
1.6,882.75,573.82,53.66,590,370,390,1.4,0.045,0.26,0.004,0.001,0.001,213,,,,
1,928.45,700.81,77.2,660,425,780,0.3,0.0013,0.08,0.007,0.001,0.065,160,,,,
0.7,905.89,699.21,81.88,660,426,780,0.3,0.0021,0.06,0.005,0.001,0.059,136,,,,
0.8,913.24,697.55,79.38,660,427,779,0.6,0.0018,0.06,0.004,0.001,0.059,139,,,,
1.25,907.73,700.17,71.64,660,427,765,0.3,0.0017,0.06,0.002,0.001,0.068,138,,,,
1.9,886.05,678.1,53.95,570,264,351,1.8,0.035,0.21,0.005,0.001,0.001,192,,,,
1.6,891.73,683.44,57.13,590,248,387,1.8,0.04,0.19,0.005,0.001,0.001,192,,,,
1.25,916.53,704.01,71.64,670,428,888,0.3,0.0023,0.06,0.007,0.001,0.061,143,,,,
0.8,915.43,700.54,79.38,660,425,760,0.3,0.0019,0.07,0.005,0.001,0.064,140,,,,
1.6,890.9,574.71,57.47,570,245,410,1.5,0.05,0.41,0.002,0.001,0.001,226,,,,
0.78,912.46,703.06,73.87,690,306,990,0.5,0.0026,0.42,0.004,0.001,0.044,223,,,,
1.4,890.49,572.7,59.09,570,245,427,1.2,0.06,0.45,0.003,0.001,0.001,185,,,,
1.15,903.04,578.17,61.2,590,252,399,1.2,0.05,0.29,0.005,0.001,0.001,190,,,,
0.9,902.52,565.94,69,670,425,900,0.8,0.05,0.17,0.015,0.001,0.001,167,,,,
1,908.96,565.51,74.23,670,427,915,0.8,0.04,0.17,0.006,0.001,0.001,168,,,,
0.6,921.06,698.94,82.17,660,426,810,0.3,0.0027,0.07,0.005,0.001,0.062,153,,,,
0.9,897.2,567.82,69.27,670,426,915,0.8,0.04,0.15,0.007,0.001,0.001,156,,,,
0.7,912.2,564.64,74,670,427,900,0.8,0.04,0.17,0.005,0.001,0.001,160,,,,
1,881.9,572.48,65.77,590,247,404,1.2,0.045,0.24,0.002,0.001,0.001,200,,,,
1,885.44,575.52,72.11,590,272,373,1.2,0.05,0.43,0.003,0.001,0.001,213,,,,
0.8,917.85,701.63,79.38,660,365,780,0.6,0.0017,0.07,0.006,0.001,0.065,144,,,,
1.1,888.86,572.38,69.08,570,417,288,1.2,0.06,0.28,0.006,0.001,0.001,206,,,,
2.5,888.14,576.94,53.73,590,266,369,1.8,0.05,0.26,0.007,0.001,0.001,205,,,,
1.2,927.11,699.59,62.31,690,309,986,0.5,0.0027,0.41,0.005,0.001,0.039,219,,,,
1.6,881.36,576.48,59.05,570,268,390,1.4,0.05,0.27,0.002,0.001,0.001,192,,,,
0.7,923.3,696.3,81.88,660,424,780,0.3,0.0027,0.06,0.005,0.001,0.061,135,,,,
0.8,907.26,705.1,79.38,660,428,791,0.3,0.0027,0.06,0.005,0.001,0.059,143,,,,
0.9,887.21,564.67,69,670,426,900,0.8,0.05,0.18,0.011,0.001,0.001,160,,,,
1,897.81,563.77,74.23,670,427,930,0.8,0.035,0.17,0.002,0.001,0.001,174,,,,
0.63,906.03,570.69,75.43,590,468,199,0.8,0.03,0.21,0.005,0.001,0.001,225,,,,
0.7,897.06,574.2,74.75,550,279,346,1,0.045,0.28,0.002,0.001,0.001,209,,,,
1,886.25,576.05,72.11,590,382,371,1.2,0.05,0.4199,0.006,0.001,0.001,220,,,,
1.15,916.58,701.35,73.87,660,428,790,0.3,0.0023,0.06,0.006,0.001,0.06,149,,,,
