,Thickness,FRT,CT,% TCM Reduc,Cold Spot,Control Heating Time,Soaking Time,SPM Elongation,% Carbon,% Mn,%SI,%NB,%TI,YS (Mpa)
899,0.7,918.2,699.18,81.88,660.0,429.0,809.0,0.3,0.0025,0.08,0.007,0.001,0.063,165.0
900,1.6,919.67,697.77,63.67,670.0,427.0,909.0,0.8,0.045,0.16,0.006,0.001,0.001,174.0
901,0.7,915.81,700.11,81.88,670.0,429.0,960.0,0.3,0.0025,0.09,0.008,0.001,0.067,165.0
902,0.7,914.4,694.93,81.88,660.0,428.0,776.0,0.3,0.0026,0.08,0.004,0.001,0.058,158.0
903,0.7,912.28,698.27,81.88,660.0,425.0,745.0,0.3,0.0021,0.08,0.006,0.001,0.057,154.0
904,0.7,917.37,702.63,81.88,660.0,424.0,770.0,0.3,0.0018,0.08,0.008,0.001,0.068,148.0
905,0.7,917.24,697.55,81.88,660.0,425.0,737.0,0.3,0.0021,0.08,0.007,0.001,0.06,154.0
906,0.7,893.73,563.22,81.88,660.0,429.0,805.0,0.3,0.0018,0.08,0.008,0.001,0.068,147.0
907,0.6,899.84,568.5,82.17,660.0,424.0,786.0,0.3,0.0025,0.08,0.008,0.001,0.06,179.0
908,0.6,893.38,565.1,82.17,660.0,426.0,803.0,0.3,0.0024,0.08,0.005,0.001,0.06,165.0
909,0.7,919.22,699.08,81.88,660.0,428.0,776.0,0.3,0.0029,0.08,0.007,0.001,0.055,162.0
910,0.7,919.22,699.08,81.88,660.0,425.0,801.0,0.3,0.0025,0.09,0.005,0.001,0.064,148.0
911,0.7,920.91,693.3,81.88,670.0,429.0,900.0,0.3,0.0024,0.06,0.006,0.001,0.06,168.0
912,0.7,913.94,698.34,81.88,660.0,425.0,814.0,0.3,0.0021,0.08,0.006,0.001,0.057,175.0
913,0.7,912.17,696.84,81.88,660.0,425.0,814.0,0.3,0.0025,0.09,0.005,0.001,0.064,155.2
914,0.6,915.87,699.33,82.17,660.0,425.0,780.0,0.3,0.0019,0.09,0.003,0.001,0.063,175.0
915,0.9,921.03,699.64,79.44,660.0,426.0,784.0,0.3,0.0019,0.09,0.003,0.001,0.063,160.0
916,0.8,907.61,699.23,79.38,660.0,424.0,750.0,0.3,0.0025,0.1,0.002,0.001,0.06,163.0
917,0.8,918.85,702.38,79.38,660.0,247.0,938.0,0.3,0.0025,0.1,0.002,0.001,0.06,156.0
918,0.7,913.11,698.03,81.88,660.0,427.0,786.0,0.3,0.0025,0.09,0.003,0.001,0.07,161.0
919,0.7,921.92,700.23,81.88,660.0,429.0,903.0,0.3,0.0029,0.09,0.006,0.001,0.063,168.0
920,0.7,918.23,697.86,81.88,660.0,368.0,780.0,0.3,0.0022,0.07,0.003,0.001,0.062,154.0
921,0.7,915.83,699.87,81.88,660.0,426.0,784.0,0.3,0.0025,0.08,0.002,0.001,0.069,163.0
922,0.7,917.87,702.46,81.88,670.0,427.0,930.0,0.3,0.0025,0.09,0.005,0.001,0.079,178.0
923,0.65,903.83,564.74,75.79,670.0,429.0,927.0,0.8,0.05,0.17,0.008,0.001,0.001,173.0
924,0.7,917.5,700.05,81.88,690.0,309.0,1049.0,0.3,0.002,0.09,0.005,0.001,0.063,174.0
925,0.7,918.75,700.29,81.88,660.0,425.0,780.0,0.3,0.0024,0.1,0.006,0.001,0.059,171.0
926,0.7,914.78,697.27,81.88,660.0,425.0,801.0,0.3,0.0025,0.09,0.004,0.001,0.07,160.0
927,0.7,917.49,699.62,81.88,660.0,430.0,779.0,0.3,0.0018,0.06,0.004,0.001,0.063,164.0
928,0.7,921.11,701.03,81.88,660.0,426.0,780.0,0.3,0.0022,0.07,0.003,0.001,0.062,152.0
929,0.7,920.97,697.14,81.88,660.0,425.0,780.0,0.3,0.0018,0.06,0.004,0.001,0.063,164.0
930,0.7,930.12,699.85,81.88,660.0,425.0,780.0,0.3,0.0018,0.06,0.004,0.001,0.063,174.0
931,0.6,924.27,696.14,82.17,660.0,425.0,780.0,0.3,0.0025,0.08,0.006,0.001,0.057,149.0
932,0.9,928.44,700.23,78.49,660.0,427.0,780.0,0.3,0.0025,0.09,0.007,0.001,0.068,157.0
933,0.9,918.62,697.82,78.49,660.0,427.0,780.0,0.3,0.0021,0.07,0.007,0.001,0.067,155.0
934,0.9,926.73,698.34,76.88,660.0,425.0,780.0,0.3,0.002,0.08,0.006,0.001,0.062,157.0
935,0.9,930.7,698.39,76.88,660.0,424.0,780.0,0.3,0.002,0.08,0.006,0.001,0.062,159.0
936,0.7,924.48,701.28,81.88,660.0,424.0,780.0,0.3,0.0021,0.09,0.004,0.001,0.062,167.0
937,0.65,930.86,697.33,80.71,660.0,430.0,780.0,0.3,0.0019,0.08,0.004,0.001,0.062,159.0
938,0.6,913.35,696.96,82.17,660.0,425.0,780.0,0.5,0.0021,0.09,0.004,0.001,0.062,164.0
939,0.7,925.07,695.92,81.88,660.0,425.0,780.0,0.3,0.0023,0.08,0.005,0.001,0.065,160.0
940,0.7,921.32,698.91,81.88,660.0,425.0,780.0,0.3,0.0026,0.08,0.006,0.001,0.061,179.0
941,0.7,916.02,700.75,81.88,660.0,429.0,780.0,0.3,0.0035,0.0799,0.0049,0.001,0.0619,166.0
942,0.7,915.52,700.06,81.88,660.0,425.0,780.0,0.3,0.0023,0.08,0.007,0.001,0.06,166.0
943,0.7,917.94,701.9,81.88,660.0,428.0,780.0,0.3,0.0024,0.09,0.008,0.001,0.062,173.0
944,1.2,909.7,701.23,72.76,660.0,424.0,780.0,0.3,0.0026,0.08,0.006,0.001,0.061,150.0
945,0.6,925.1,699.38,82.17,660.0,427.0,786.0,0.3,0.0024,0.09,0.008,0.001,0.068,149.0
946,0.7,912.64,700.58,81.88,660.0,428.0,779.0,0.3,0.0027,0.08,0.004,0.001,0.062,149.0
947,0.7,911.63,694.84,81.88,690.0,425.0,780.0,0.3,0.002,0.09,0.004,0.001,0.07,179.0
948,0.7,918.52,700.11,81.88,660.0,430.0,780.0,0.3,0.0018,0.08,0.004,0.001,0.065,178.0
949,0.8,914.99,698.84,79.38,660.0,425.0,765.0,0.3,0.003,0.08,0.004,0.001,0.065,156.0
950,0.7,919.89,696.15,81.88,660.0,426.0,780.0,0.3,0.0024,0.07,0.005,0.001,0.068,156.0
951,1.2,921.9,698.68,72.76,660.0,425.0,780.0,0.3,0.003,0.08,0.004,0.001,0.065,169.0
952,0.75,917.49,701.23,80.63,660.0,426.0,780.0,0.3,0.0031,0.07,0.005,0.001,0.066,179.0
953,0.7,911.97,698.8,81.88,660.0,430.0,780.0,0.3,0.0023,0.08,0.007,0.001,0.06,148.0
954,0.7,921.1,698.05,81.88,660.0,424.0,780.0,0.3,0.0035,0.0799,0.0049,0.001,0.0619,152.0
955,0.7,914.16,695.36,81.88,660.0,426.0,780.0,0.3,0.0035,0.0799,0.0049,0.001,0.0619,162.0
956,0.65,926.92,699.55,80.71,660.0,426.0,780.0,0.3,0.002,0.06,0.003,0.001,0.06,171.0
957,0.65,921.45,699.59,80.71,670.0,426.0,894.0,0.3,0.002,0.06,0.003,0.001,0.06,176.0
958,0.9,920.54,697.95,79.44,660.0,424.0,780.0,0.3,0.0021,0.1,0.008,0.001,0.066,168.0
959,0.7,934.3,702.24,81.88,660.0,428.0,780.0,0.3,0.0024,0.06,0.007,0.001,0.056,175.0
960,0.7,928.33,696.54,81.88,660.0,426.0,780.0,0.3,0.0021,0.06,0.004,0.001,0.058,163.0
961,0.6,932.36,699.04,82.17,660.0,425.0,765.0,0.3,0.0016,0.04,0.002,0.001,0.063,159.0
962,0.7,926.24,697.41,81.88,660.0,428.0,778.0,0.3,0.0018,0.05,0.002,0.001,0.061,179.0
963,0.8,903.43,565.3,72.37,670.0,431.0,930.0,0.8,0.045,0.18,0.004,0.001,0.001,171.0
964,0.7,912.43,700.77,81.88,660.0,424.0,750.0,0.3,0.002,0.0599,0.004,0.001,0.0579,164.0
965,0.7,924.71,696.65,81.88,670.0,426.0,909.0,0.3,0.0025,0.1,0.002,0.001,0.06,161.0
966,0.65,917.36,695.42,80.71,670.0,427.0,867.0,0.3,0.003,0.08,0.004,0.001,0.065,156.0
967,0.6,929.81,694.06,82.17,670.0,427.0,867.0,0.3,0.0027,0.06,0.002,0.001,0.06,171.0
968,1.2,923.08,697.53,72.76,660.0,426.0,780.0,0.3,0.0027,0.06,0.002,0.001,0.06,151.0
969,0.7,924.74,698.05,81.88,660.0,425.0,780.0,0.3,0.0017,0.06,0.003,0.001,0.064,167.0
970,0.7,919.89,698.42,81.88,660.0,425.0,780.0,0.3,0.0017,0.06,0.003,0.001,0.064,169.0
971,0.7,915.25,701.2,81.88,660.0,427.0,780.0,0.3,0.002,0.06,0.004,0.001,0.058,164.0
972,0.8,914.12,698.71,79.38,660.0,426.0,780.0,0.3,0.002,0.09,0.004,0.001,0.07,170.0
973,0.7,917.82,698.21,81.88,660.0,368.0,780.0,0.3,0.0025,0.07,0.004,0.001,0.064,179.0
974,0.7,919.15,699.29,81.88,660.0,369.0,777.0,0.3,0.0027,0.08,0.006,0.001,0.063,174.0
975,0.7,915.45,699.78,81.88,660.0,426.0,780.0,0.3,0.0016,0.04,0.002,0.001,0.063,160.0
976,0.7,913.78,699.91,81.88,660.0,429.0,780.0,0.3,0.002,0.06,0.002,0.001,0.062,165.0
977,0.6,908.29,698.73,82.17,660.0,427.0,780.0,0.3,0.003,0.05,0.003,0.001,0.061,158.0
978,0.6,909.63,699.61,82.17,660.0,427.0,780.0,0.3,0.002,0.06,0.004,0.001,0.058,160.0
979,0.6,918.89,698.62,82.17,660.0,426.0,780.0,0.3,0.002,0.06,0.004,0.001,0.058,173.0
980,1.2,905.51,560.12,69.2,670.0,426.0,960.0,0.8,0.04,0.16,0.004,0.001,0.001,167.0
981,0.7,913.38,701.01,81.88,660.0,425.0,780.0,0.3,0.0021,0.1,0.008,0.001,0.066,168.0
982,0.65,918.0,699.21,80.71,660.0,427.0,780.0,0.3,0.0019,0.06,0.003,0.001,0.055,171.0
983,0.7,921.19,697.75,81.88,660.0,431.0,778.0,0.3,0.0016,0.06,0.002,0.001,0.061,172.0
984,0.7,926.79,699.36,81.88,660.0,426.0,780.0,0.3,0.002,0.06,0.002,0.001,0.062,164.0
985,1.2,909.24,576.34,69.2,670.0,426.0,960.0,0.8,0.04,0.15,0.003,0.001,0.001,170.0
986,1.2,901.61,564.17,69.2,670.0,427.0,858.0,0.8,0.04,0.16,0.004,0.001,0.001,166.0
987,0.7,901.14,566.51,74.0,670.0,426.0,930.0,0.8,0.04,0.16,0.004,0.001,0.001,156.0
988,0.7,909.98,699.55,81.88,660.0,428.0,780.0,0.3,0.0023,0.04,0.004,0.001,0.068,154.0
989,0.9,917.8,699.99,76.88,660.0,427.0,780.0,0.3,0.0017,0.05,0.004,0.001,0.059,163.0
990,0.9,921.57,701.71,76.88,660.0,428.0,780.0,0.3,0.002,0.05,0.003,0.001,0.058,178.0
991,0.65,897.19,566.01,77.4,670.0,424.0,930.0,0.8,0.04,0.14,0.004,0.001,0.001,174.0
992,0.65,903.21,564.8,77.4,670.0,424.0,930.0,0.8,0.04,0.14,0.004,0.001,0.001,165.0
993,0.9,905.73,563.63,69.0,670.0,427.0,930.0,0.8,0.04,0.14,0.002,0.001,0.001,173.0
994,0.9,902.8,564.92,69.0,670.0,427.0,930.0,0.8,0.03,0.15,0.004,0.001,0.001,168.0
995,1.2,902.13,574.87,69.2,670.0,424.0,964.0,0.8,0.04,0.14,0.004,0.001,0.001,156.0
996,1.2,910.6,576.38,69.2,670.0,427.0,858.0,0.8,0.04,0.14,0.002,0.001,0.001,160.0
997,0.9,917.92,700.55,79.44,660.0,426.0,780.0,0.3,0.0019,0.06,0.004,0.001,0.06,177.0
998,0.9,913.23,699.69,79.44,660.0,429.0,780.0,0.3,0.002,0.05,0.003,0.001,0.058,163.0
999,0.9,921.75,697.41,79.44,660.0,429.0,780.0,0.3,0.0019,0.06,0.004,0.001,0.06,175.0
1000,0.9,910.84,700.04,79.44,660.0,431.0,778.0,0.3,0.0018,0.06,0.005,0.001,0.064,167.0
1001,0.9,919.44,697.8,79.44,660.0,426.0,780.0,0.3,0.0018,0.06,0.005,0.001,0.064,147.0
1002,0.65,915.59,696.16,80.71,660.0,426.0,779.0,0.3,0.0027,0.08,0.006,0.001,0.063,157.0
1003,0.7,913.04,694.49,81.88,660.0,425.0,761.0,0.3,0.002,0.06,0.004,0.001,0.063,147.0
1004,0.6,914.62,698.66,82.17,660.0,425.0,761.0,0.3,0.002,0.04,0.003,0.001,0.06,146.0
1005,0.6,911.72,700.17,82.17,660.0,428.0,780.0,0.3,0.0018,0.06,0.005,0.001,0.064,166.0
1006,0.6,913.19,696.65,82.17,660.0,427.0,780.0,0.3,0.0018,0.04,0.003,0.001,0.061,175.0
1007,0.6,917.61,700.01,82.17,660.0,427.0,780.0,0.3,0.0019,0.05,0.004,0.001,0.056,145.0
1008,0.6,915.49,697.92,82.17,660.0,427.0,780.0,0.3,0.0018,0.04,0.003,0.001,0.061,150.0
1009,0.7,913.81,695.27,81.88,660.0,430.0,778.0,0.3,0.0025,0.09,0.004,0.001,0.058,158.0
1010,0.7,915.83,700.38,81.88,660.0,428.0,780.0,0.3,0.0025,0.07,0.004,0.001,0.064,171.0
1011,0.7,921.36,697.28,81.88,660.0,431.0,778.0,0.3,0.002,0.06,0.002,0.001,0.062,163.0
1012,0.9,917.14,699.75,78.49,660.0,427.0,780.0,0.3,0.002,0.08,0.004,0.001,0.06,148.0
1013,0.9,920.65,697.57,78.49,660.0,427.0,780.0,0.3,0.002,0.06,0.004,0.001,0.06,147.0
1014,1.8,908.4,568.05,68.33,670.0,425.0,903.0,0.8,0.03,0.15,0.004,0.001,0.001,163.0
1015,1.8,902.15,563.23,68.33,670.0,426.0,900.0,0.8,0.035,0.17,0.006,0.001,0.001,159.0
1016,0.8,909.26,698.28,79.38,660.0,427.0,721.0,0.3,0.002,0.05,0.007,0.001,0.061,162.0
1017,0.8,915.28,699.04,79.38,660.0,427.0,771.0,0.3,0.001,0.06,0.006,0.001,0.064,152.0
1018,0.8,915.44,699.52,79.38,660.0,427.0,780.0,0.3,0.0031,0.06,0.005,0.001,0.065,159.0
1019,0.8,916.81,698.13,79.38,670.0,312.0,892.0,0.5,0.0022,0.06,0.006,0.001,0.061,152.0
1020,0.8,912.85,697.91,79.38,670.0,312.0,892.0,0.3,0.002,0.05,0.007,0.001,0.061,158.0
1021,0.8,915.02,699.32,79.38,660.0,430.0,778.0,0.3,0.001,0.06,0.006,0.001,0.064,170.0
1022,0.8,914.34,699.94,79.38,660.0,428.0,750.0,0.3,0.0022,0.1,0.003,0.001,0.066,177.0
1023,0.8,913.82,702.54,79.38,660.0,427.0,771.0,0.3,0.0026,0.1,0.005,0.001,0.063,154.0
1024,1.6,901.8,571.1,68.56,670.0,428.0,930.0,0.8,0.035,0.17,0.006,0.001,0.001,152.0
1025,1.6,908.86,560.51,68.56,670.0,431.0,911.0,0.8,0.045,0.16,0.004,0.001,0.001,158.0
1026,1.4,895.51,563.24,71.32,670.0,424.0,871.0,0.8,0.035,0.17,0.006,0.001,0.001,156.0
1027,1.4,902.61,556.01,71.32,670.0,426.0,956.0,0.8,0.03,0.15,0.004,0.001,0.001,147.0
1028,1.4,894.3,559.38,71.32,670.0,426.0,900.0,0.8,0.035,0.16,0.005,0.001,0.001,171.0
1029,0.6,902.42,565.87,79.1,670.0,427.0,945.0,0.8,0.045,0.16,0.004,0.001,0.001,166.0
1030,0.6,929.71,700.56,82.17,660.0,426.0,739.0,0.3,0.0022,0.05,0.005,0.001,0.056,161.0
1031,0.8,917.01,699.81,79.38,660.0,428.0,780.0,0.3,0.0023,0.06,0.008,0.001,0.063,167.0
1032,0.7,918.46,696.03,81.88,660.0,427.0,780.0,0.3,0.0025,0.06,0.005,0.001,0.062,167.0
1033,0.8,928.47,700.85,79.38,660.0,427.0,803.0,0.3,0.0025,0.06,0.005,0.001,0.062,160.0
1034,0.8,924.73,696.64,79.38,670.0,427.0,930.0,0.3,0.0022,0.06,0.004,0.001,0.064,149.0
1035,0.8,922.0,697.93,79.38,660.0,427.0,803.0,0.3,0.0027,0.07,0.005,0.001,0.061,173.0
1036,0.6,917.19,697.37,82.17,660.0,426.0,780.0,0.3,0.0025,0.06,0.005,0.001,0.062,179.0
1037,0.6,915.06,699.02,82.17,660.0,425.0,774.0,0.3,0.0022,0.06,0.004,0.001,0.064,165.0
1038,0.6,914.63,698.83,82.17,660.0,428.0,780.0,0.3,0.0022,0.05,0.005,0.001,0.056,165.0
1039,0.6,907.95,700.56,82.17,660.0,428.0,780.0,0.3,0.002,0.05,0.007,0.001,0.065,163.0
1040,0.7,910.34,700.17,81.88,660.0,427.0,803.0,0.3,0.0024,0.05,0.005,0.001,0.056,176.0
1041,0.7,911.58,698.27,81.88,660.0,426.0,780.0,0.3,0.0019,0.06,0.005,0.001,0.064,168.0
1042,0.6,888.54,566.3,77.61,670.0,429.0,930.0,0.8,0.035,0.14,0.004,0.001,0.001,167.0
1043,0.65,903.39,571.94,75.79,670.0,425.0,899.0,0.8,0.05,0.17,0.008,0.001,0.001,172.0
1044,0.65,916.08,699.71,80.71,660.0,425.0,764.0,0.3,0.001,0.06,0.006,0.001,0.064,177.0
1045,0.65,917.82,699.26,80.71,660.0,429.0,748.0,0.3,0.0031,0.06,0.005,0.001,0.065,171.0
1046,0.7,917.22,702.41,81.88,660.0,425.0,776.0,0.3,0.0021,0.04,0.005,0.001,0.062,148.0
1047,0.7,917.74,698.39,81.88,660.0,429.0,748.0,0.3,0.002,0.07,0.005,0.001,0.058,155.0
1048,0.7,916.4,700.36,81.88,660.0,369.0,780.0,0.3,0.002,0.07,0.005,0.001,0.058,172.0
1049,0.7,915.33,700.54,81.88,660.0,428.0,780.0,0.3,0.0019,0.06,0.005,0.001,0.062,178.0
1050,0.6,915.48,698.74,82.17,660.0,426.0,740.0,0.3,0.0027,0.07,0.005,0.001,0.061,179.0
1051,0.7,917.11,699.86,81.88,660.0,426.0,780.0,0.3,0.0025,0.06,0.005,0.001,0.056,154.0
1052,0.7,916.98,698.94,81.88,660.0,430.0,779.0,0.3,0.0018,0.05,0.005,0.001,0.064,154.0
1053,0.7,912.29,699.91,81.88,660.0,429.0,756.0,0.3,0.0018,0.05,0.005,0.001,0.064,174.0
1054,0.7,917.73,697.99,81.88,660.0,426.0,720.0,0.3,0.0018,0.05,0.005,0.001,0.064,175.0
1055,0.7,914.45,699.88,81.88,660.0,427.0,780.0,0.3,0.0018,0.06,0.005,0.001,0.066,175.0
1056,0.7,915.61,703.66,81.88,660.0,427.0,780.0,0.3,0.0015,0.07,0.005,0.001,0.07,176.0
1057,0.65,907.57,699.78,80.71,660.0,430.0,779.0,0.3,0.0026,0.05,0.006,0.001,0.064,168.0
1058,0.65,916.04,698.87,80.71,660.0,360.0,780.0,0.3,0.0035,0.0599,0.0049,0.001,0.0579,148.0
1059,0.9,907.08,696.4,78.49,660.0,429.0,780.0,0.3,0.0023,0.05,0.005,0.001,0.056,147.0
1060,0.7,907.01,699.34,81.88,660.0,431.0,723.0,0.3,0.002,0.06,0.005,0.001,0.061,149.0
1061,0.7,906.13,698.94,81.88,670.0,426.0,933.0,0.3,0.002,0.06,0.006,0.001,0.066,167.0
1062,0.8,913.54,697.4,79.38,660.0,420.0,780.0,0.3,0.002,0.06,0.007,0.001,0.062,178.0
1063,0.7,901.62,567.98,72.0,670.0,427.0,945.0,0.8,0.037,0.13,0.004,0.001,0.001,164.0
1064,1.6,907.66,575.23,68.56,670.0,430.0,928.0,0.8,0.035,0.16,0.005,0.001,0.001,151.0
1065,0.8,911.17,699.86,79.38,660.0,425.0,780.0,0.3,0.0024,0.06,0.005,0.001,0.068,178.0
1066,0.8,915.31,701.06,79.38,660.0,365.0,780.0,0.3,0.002,0.05,0.007,0.001,0.065,166.0
1067,0.9,928.73,698.19,79.44,660.0,429.0,748.0,0.3,0.0022,0.06,0.004,0.001,0.064,155.0
1068,0.7,920.5,700.11,81.88,660.0,429.0,780.0,0.3,0.0034,0.05,0.005,0.001,0.054,153.0
1069,0.75,914.91,696.73,80.63,660.0,427.0,785.0,0.3,0.0026,0.06,0.006,0.001,0.056,168.0
1070,0.9,919.76,697.86,78.49,660.0,424.0,800.0,0.6,0.0023,0.05,0.005,0.001,0.056,167.0
1071,0.7,920.81,698.17,81.88,660.0,426.0,720.0,0.3,0.0019,0.07,0.006,0.001,0.06,158.0
1072,1.6,900.38,567.81,68.56,670.0,425.0,903.0,0.8,0.045,0.16,0.004,0.001,0.001,159.0
1073,1.2,899.69,564.73,69.2,670.0,425.0,930.0,0.8,0.03,0.16,0.005,0.001,0.001,175.0
1074,1.2,904.25,570.51,69.2,670.0,426.0,922.0,0.8,0.035,0.17,0.008,0.001,0.001,151.0
1075,0.7,905.26,559.39,75.77,670.0,427.0,943.0,0.6,0.03,0.16,0.004,0.001,0.001,149.0
1076,0.7,916.89,701.41,81.88,660.0,429.0,780.0,0.3,0.0035,0.0599,0.0049,0.001,0.0579,166.0
1077,0.6,915.11,701.01,82.17,660.0,429.0,780.0,0.3,0.0026,0.06,0.006,0.001,0.056,158.0
1078,0.8,919.8,698.08,79.38,660.0,429.0,780.0,0.3,0.0024,0.06,0.005,0.001,0.068,161.0
1079,0.7,914.91,700.91,81.88,660.0,366.0,778.0,0.3,0.002,0.09,0.004,0.001,0.07,161.0
1080,0.7,913.39,702.38,81.88,660.0,427.0,750.0,0.3,0.0019,0.05,0.006,0.001,0.059,155.0
1081,0.7,917.66,701.23,81.88,660.0,426.0,750.0,0.3,0.0019,0.05,0.006,0.001,0.059,155.0
1082,0.65,905.62,568.28,75.79,670.0,429.0,937.0,0.8,0.045,0.16,0.008,0.001,0.001,153.0
1083,0.65,905.89,566.33,75.79,670.0,424.0,871.0,0.8,0.04,0.18,0.007,0.001,0.001,145.0
1084,0.6,905.98,568.33,77.61,670.0,426.0,900.0,0.8,0.035,0.18,0.004,0.001,0.001,145.0
1085,0.6,910.27,566.19,77.61,670.0,429.0,930.0,0.8,0.035,0.18,0.004,0.001,0.001,146.0
1086,0.6,905.99,571.43,77.61,670.0,431.0,911.0,0.8,0.035,0.18,0.004,0.001,0.001,147.0
1087,0.65,909.08,565.36,75.79,670.0,430.0,928.0,0.8,0.04,0.18,0.007,0.001,0.001,169.0
1088,0.65,905.07,568.8,75.79,670.0,430.0,928.0,0.8,0.04,0.18,0.007,0.001,0.001,152.0
1089,0.65,907.15,561.68,75.79,670.0,425.0,899.0,0.8,0.04,0.15,0.005,0.001,0.001,154.0
1090,0.65,900.0,569.6,75.79,670.0,426.0,930.0,0.8,0.04,0.15,0.005,0.001,0.001,179.0
1091,0.65,910.74,566.99,75.79,670.0,428.0,929.0,0.8,0.04,0.15,0.005,0.001,0.001,146.0
