,Thickness,FRT,CT,% TCM Reduc,Cold Spot,Control Heating Time,Soaking Time,SPM Elongation,% Carbon,% Mn,%SI,%NB,%TI,YS (Mpa)
5743,1.54,883.83,575.8,58.47,590.0,367.0,390.0,1.5,0.07,0.41,0.004,0.001,0.001,182.0
5744,1.55,885.84,572.27,54.63,570.0,366.0,389.0,1.5,0.06,0.42,0.008,0.001,0.001,195.0
5745,1.2,876.04,571.42,61.56,590.0,248.0,404.0,1.2,0.05,0.29,0.008,0.001,0.001,204.0
5746,1.0,910.09,566.31,72.87,670.0,427.0,915.0,0.8,0.04,0.16,0.008,0.001,0.001,179.0
5747,1.2,884.43,575.23,61.56,590.0,248.0,420.0,1.2,0.05,0.26,0.015,0.001,0.001,208.0
5748,0.6,907.42,699.81,82.17,670.0,429.0,900.0,0.3,0.0034,0.07,0.007,0.001,0.06,157.0
5749,1.0,880.42,568.46,66.27,590.0,248.0,420.0,1.2,0.05,0.25,0.002,0.001,0.001,220.0
5750,1.2,919.76,698.77,62.31,690.0,308.0,965.0,0.5,0.0033,0.42,0.0089,0.001,0.043,221.0
5751,1.45,877.6,565.11,61.39,570.0,274.0,361.0,1.2,0.06,0.48,0.007,0.001,0.001,217.0
5752,1.2,909.69,699.3,62.31,690.0,317.0,969.0,0.5,0.0026,0.4,0.007,0.001,0.0469,210.0
5753,1.4,893.75,576.35,64.15,670.0,426.0,915.0,0.8,0.035,0.17,0.007,0.001,0.001,154.0
5754,1.54,890.35,571.75,58.47,590.0,303.0,347.0,1.5,0.06,0.43,0.006,0.001,0.001,185.0
5755,1.15,886.63,578.41,63.16,570.0,266.0,378.0,1.2,0.06,0.46,0.004,0.001,0.001,222.0
5756,0.65,919.84,701.08,80.71,660.0,426.0,757.0,0.3,0.0027,0.07,0.002,0.001,0.055,136.0
5757,1.2,880.39,572.6,65.51,570.0,317.0,317.0,1.2,0.06,0.46,0.004,0.001,0.001,210.0
5758,0.8,876.71,571.0,72.5,590.0,293.0,374.0,1.2,0.05,0.26,0.004,0.001,0.001,191.0
5759,1.0,889.67,569.64,68.38,590.0,390.0,369.0,1.2,0.045,0.28,0.007,0.001,0.001,196.0
5760,0.7,917.37,697.88,81.88,660.0,429.0,780.0,0.3,0.0018,0.06,0.006,0.001,0.065,138.0
5761,1.5,895.7,576.06,60.05,570.0,257.0,367.0,1.2,0.04,0.26,0.005,0.001,0.001,213.0
5762,1.2,890.3,574.68,65.31,570.0,246.0,380.0,1.2,0.04,0.26,0.005,0.001,0.001,201.0
5763,1.2,884.61,574.19,65.51,590.0,252.0,384.0,1.2,0.05,0.43,0.004,0.001,0.001,195.0
5764,1.4,887.92,577.0,59.51,570.0,245.0,390.0,1.2,0.05,0.26,0.003,0.001,0.001,218.0
5765,0.8,885.11,575.01,73.0,590.0,282.0,353.0,1.2,0.05,0.41,0.0089,0.001,0.001,201.0
5766,0.7,903.11,698.78,81.88,660.0,425.0,795.0,0.3,0.0027,0.07,0.007,0.001,0.056,147.0
5767,0.8,928.22,699.99,79.38,660.0,369.0,780.0,0.6,0.0022,0.07,0.004,0.001,0.066,160.0
5768,2.0,882.26,577.02,59.28,590.0,249.0,390.0,1.8,0.05,0.25,0.003,0.001,0.001,205.0
5769,3.0,884.85,568.93,44.47,570.0,246.0,393.0,1.8,0.05,0.26,0.008,0.001,0.001,216.0
5770,1.4,883.22,577.57,64.58,660.0,427.0,768.0,1.2,0.045,0.27,0.002,0.001,0.001,197.0
5771,0.75,888.56,574.18,74.7,590.0,370.0,370.0,1.2,0.045,0.28,0.006,0.001,0.001,220.0
5772,2.0,874.33,568.09,57.44,570.0,285.0,330.0,1.4,0.045,0.26,0.004,0.001,0.001,205.0
5773,2.5,879.38,577.77,53.73,590.0,250.0,385.0,1.8,0.04,0.25,0.004,0.001,0.001,216.0
5774,0.9,891.4,571.53,74.2,590.0,280.0,373.0,1.2,0.06,0.43,0.003,0.001,0.001,220.0
5775,0.8,906.39,568.13,72.37,670.0,428.0,915.0,0.8,0.04,0.2,0.012,0.001,0.001,145.0
5776,1.0,891.23,572.43,66.27,590.0,259.0,391.0,1.2,0.05,0.26,0.002,0.001,0.001,220.0
5777,1.25,890.02,568.04,65.08,590.0,463.0,284.0,1.2,0.07,0.5,0.025,0.001,0.001,215.0
5778,0.8,887.39,573.62,73.0,590.0,374.0,397.0,1.2,0.04,0.24,0.003,0.001,0.001,208.0
5779,0.6,886.56,573.84,75.76,570.0,378.0,372.0,1.0,0.04,0.24,0.003,0.001,0.001,220.0
5780,2.0,888.16,681.26,48.9,570.0,429.0,263.0,2.2,0.03,0.21,0.002,0.001,0.001,182.0
5781,1.0,920.21,696.8,71.29,690.0,305.0,981.0,0.5,0.0023,0.42,0.005,0.001,0.04,206.0
5782,1.0,923.11,697.44,68.59,690.0,306.0,1020.0,0.5,0.0033,0.45,0.005,0.001,0.044,212.0
5783,0.8,911.06,565.58,72.6,670.0,426.0,898.0,0.8,0.035,0.17,0.006,0.001,0.001,164.0
5784,1.2,920.34,703.59,72.76,660.0,425.0,780.0,0.5,0.0027,0.05,0.005,0.001,0.058,142.0
5785,0.9,914.8,700.92,79.44,660.0,428.0,810.0,0.3,0.0019,0.07,0.008,0.001,0.059,141.0
5786,1.5,895.25,579.19,59.66,570.0,477.0,269.0,1.2,0.05,0.42,0.006,0.001,0.001,182.0
5787,1.2,916.67,702.03,62.31,690.0,311.0,987.0,0.5,0.0025,0.42,0.004,0.001,0.04,206.0
5788,2.0,886.8,682.29,54.58,590.0,264.0,387.0,2.2,0.03,0.21,0.002,0.001,0.001,196.0
5789,1.2,908.87,572.04,69.2,670.0,430.0,901.0,0.8,0.035,0.17,0.006,0.001,0.001,169.0
5790,1.5,883.37,575.26,60.05,590.0,325.0,345.0,1.2,0.07,0.27,0.002,0.001,0.001,214.0
5791,0.65,925.11,700.28,80.71,660.0,424.0,780.0,0.3,0.0025,0.06,0.004,0.001,0.06,142.0
5792,1.2,911.74,568.22,69.2,670.0,427.0,905.0,0.8,0.037,0.1599,0.003,0.001,0.001,152.0
5793,1.2,888.38,684.46,65.31,570.0,278.0,348.0,1.2,0.042,0.21,0.002,0.001,0.001,199.0
5794,1.1,888.26,575.64,68.67,590.0,373.0,387.0,1.2,0.05,0.28,0.011,0.001,0.001,199.0
5795,1.2,911.08,560.8,69.2,670.0,424.0,874.0,0.8,0.035,0.2,0.008,0.001,0.001,179.0
5796,1.25,893.2,574.32,65.08,590.0,267.0,369.0,1.2,0.06,0.46,0.008,0.001,0.001,215.0
5797,1.2,915.66,578.92,69.2,670.0,428.0,900.0,0.8,0.038,0.16,0.005,0.001,0.001,168.0
5798,1.2,876.44,568.32,65.51,590.0,250.0,376.0,1.2,0.08,0.37,0.003,0.001,0.001,213.0
5799,1.22,893.61,577.19,67.5,590.0,260.0,389.0,1.2,0.05,0.27,0.005,0.001,0.001,212.0
5800,1.0,906.95,571.65,65.77,600.0,268.0,400.0,1.2,0.08,0.41,0.008,0.001,0.001,210.0
5801,1.25,895.61,565.22,67.93,670.0,430.0,926.0,0.8,0.03,0.16,0.004,0.001,0.001,163.0
5802,1.6,897.79,617.97,53.09,600.0,244.0,375.0,1.2,0.07,1.35,0.017,0.027,0.013,384.0
5803,0.7,915.14,697.74,81.88,670.0,427.0,898.0,0.3,0.0024,0.06,0.012,0.001,0.067,146.0
5804,0.6,891.58,573.05,75.16,590.0,268.0,370.0,1.0,0.05,0.26,0.007,0.001,0.001,193.0
5805,0.65,911.87,696.75,80.71,660.0,427.0,810.0,0.3,0.0026,0.06,0.0089,0.001,0.064,134.0
5806,1.0,903.15,562.3,74.23,670.0,429.0,840.0,0.8,0.045,0.16,0.007,0.001,0.001,158.0
5807,1.4,900.13,564.52,70.13,670.0,427.0,901.0,0.8,0.04,0.17,0.006,0.001,0.001,165.0
5808,0.65,904.25,567.89,75.79,670.0,436.0,922.0,0.8,0.04,0.14,0.003,0.001,0.001,179.0
5809,1.2,913.69,700.65,72.89,660.0,425.0,800.0,1.0,0.0021,0.0599,0.004,0.001,0.061,161.0
5810,2.3,887.81,571.86,57.44,570.0,254.0,361.0,1.8,0.045,0.23,0.002,0.001,0.001,205.0
5811,1.2,929.63,699.03,62.31,690.0,359.0,938.0,0.5,0.0022,0.42,0.003,0.001,0.042,201.0
5812,1.0,918.73,566.3,74.23,670.0,428.0,900.0,0.8,0.043,0.18,0.003,0.001,0.001,180.0
5813,3.0,887.67,570.64,44.47,570.0,368.0,350.0,1.8,0.04,0.27,0.006,0.001,0.001,214.0
5814,1.6,884.95,576.29,59.05,590.0,247.0,418.0,1.4,0.04,0.29,0.003,0.001,0.001,209.0
5815,1.0,881.85,573.5,72.11,590.0,249.0,402.0,1.2,0.07,0.42,0.007,0.001,0.001,195.0
5816,2.0,878.54,572.69,54.6,590.0,419.0,353.0,1.4,0.05,0.26,0.005,0.001,0.001,191.0
5817,0.8,915.76,699.58,79.38,660.0,380.0,355.0,0.3,0.0019,0.08,0.004,0.001,0.06,131.0
5818,1.0,901.83,568.68,74.23,670.0,429.0,866.0,0.8,0.05,0.16,0.004,0.001,0.001,165.0
5819,1.2,903.03,568.98,69.2,670.0,429.0,866.0,0.8,0.03,0.16,0.002,0.001,0.001,157.0
5820,0.8,918.3,695.71,79.38,660.0,368.0,855.0,0.6,0.0018,0.07,0.004,0.001,0.062,145.0
5821,0.55,889.65,574.5,77.76,590.0,245.0,390.0,1.0,0.06,0.44,0.004,0.001,0.001,201.0
5822,1.2,886.87,564.81,65.31,570.0,371.0,238.0,1.2,0.06,0.26,0.004,0.001,0.001,202.0
5823,1.0,885.1,576.67,66.53,590.0,249.0,417.0,1.2,0.06,0.45,0.005,0.001,0.001,208.0
5824,0.6,892.96,568.63,77.61,670.0,426.0,930.0,0.8,0.03,0.14,0.007,0.001,0.001,165.0
5825,1.0,911.61,701.91,77.2,660.0,429.0,768.0,0.5,0.0022,0.06,0.005,0.001,0.058,142.0
5826,0.65,934.64,695.71,80.71,670.0,428.0,900.0,0.6,0.0013,0.06,0.008,0.001,0.062,154.0
5827,0.7,917.17,697.36,81.88,660.0,368.0,780.0,0.3,0.0025,0.05,0.008,0.001,0.06,148.0
5828,1.0,885.29,573.63,71.09,660.0,368.0,780.0,1.2,0.045,0.26,0.004,0.001,0.001,193.0
5829,1.6,876.38,567.98,57.32,570.0,410.0,343.0,1.4,0.04,0.24,0.005,0.001,0.001,212.0
5830,1.2,872.67,570.13,65.83,590.0,245.0,400.0,1.2,0.045,0.27,0.007,0.001,0.001,203.0
5831,0.75,918.65,701.26,78.03,690.0,308.0,1020.0,0.5,0.0018,0.46,0.006,0.001,0.041,213.0
5832,1.2,931.08,701.72,62.31,690.0,306.0,1002.0,0.5,0.0037,0.44,0.004,0.001,0.04,210.0
5833,1.0,882.96,570.77,65.77,570.0,327.0,243.0,1.2,0.06,0.43,0.0089,0.001,0.001,210.0
5834,0.8,909.93,572.64,70.39,660.0,308.0,780.0,0.8,0.0399,0.18,0.003,0.0099,0.001,157.0
5835,1.0,915.04,567.28,72.87,670.0,428.0,930.0,0.8,0.038,0.17,0.006,0.001,0.001,171.0
5836,1.5,891.39,573.77,56.63,590.0,390.0,369.0,1.2,0.05,0.27,0.008,0.001,0.001,213.0
5837,1.4,883.28,622.81,52.0,600.0,244.0,435.0,1.2,0.09,1.35,0.064,0.03,0.014,374.0
5838,0.8,911.59,704.12,80.81,660.0,366.0,780.0,0.3,0.002,0.06,0.004,0.001,0.065,146.0
5839,0.7,914.94,701.3,78.67,690.0,322.0,973.0,0.5,0.0022,0.41,0.006,0.001,0.04,210.0
5840,1.0,915.97,700.6,77.2,660.0,428.0,806.0,0.3,0.0023,0.08,0.005,0.001,0.061,144.0
5841,3.0,880.05,571.5,44.47,590.0,255.0,378.0,1.8,0.05,0.3,0.014,0.001,0.001,217.0
5842,2.0,884.67,684.33,54.58,590.0,303.0,344.0,2.2,0.035,0.21,0.008,0.001,0.001,198.0
5843,1.15,892.05,585.04,63.16,570.0,410.0,194.0,1.2,0.07,0.43,0.003,0.001,0.001,214.0
5844,0.8,911.82,700.42,79.38,660.0,365.0,810.0,0.3,0.0026,0.07,0.004,0.001,0.068,134.0
5845,1.0,884.59,574.61,66.27,590.0,331.0,304.0,1.2,0.045,0.3,0.008,0.001,0.001,200.0
5846,0.65,906.22,698.02,80.71,660.0,426.0,757.0,0.3,0.0023,0.06,0.002,0.001,0.058,134.0
5847,1.5,881.61,576.84,60.05,570.0,386.0,357.0,1.2,0.045,0.25,0.004,0.001,0.001,205.0
5848,0.75,910.76,699.64,80.63,660.0,417.0,710.0,0.3,0.002,0.06,0.004,0.001,0.059,154.0
5849,0.63,892.88,573.7,77.54,570.0,390.0,333.0,1.0,0.0599,0.4099,0.0049,0.001,0.001,222.0
5850,1.2,886.45,571.47,65.31,590.0,275.0,376.0,1.2,0.045,0.25,0.005,0.001,0.001,181.0
5851,1.0,885.83,572.48,66.27,570.0,376.0,360.0,1.2,0.045,0.29,0.005,0.001,0.001,201.0
5852,1.5,891.73,564.18,70.48,670.0,426.0,900.0,0.8,0.04,0.18,0.003,0.001,0.001,167.0
5853,1.0,887.4,574.17,66.53,590.0,250.0,415.0,1.2,0.07,0.43,0.007,0.001,0.001,208.0
5854,1.54,883.58,572.94,58.47,570.0,269.0,353.0,1.5,0.06,0.44,0.002,0.001,0.001,195.0
5855,0.6,892.53,574.03,79.8,570.0,244.0,420.0,1.0,0.05,0.47,0.004,0.001,0.001,232.0
5856,0.7,909.58,698.33,81.88,660.0,367.0,750.0,0.3,0.0019,0.07,0.004,0.001,0.062,141.0
5857,0.8,916.78,701.0,79.38,670.0,427.0,900.0,0.3,0.0026,0.06,0.006,0.001,0.061,136.0
5858,2.0,887.88,687.4,54.33,570.0,327.0,328.0,2.0,0.03,0.2,0.004,0.001,0.001,204.0
5859,1.2,885.0,576.07,65.31,590.0,397.0,367.0,1.2,0.05,0.25,0.01,0.001,0.001,210.0
5860,3.0,899.98,576.7,44.47,590.0,247.0,403.0,1.8,0.045,0.26,0.002,0.001,0.001,215.0
5861,1.25,906.01,701.16,71.64,660.0,427.0,765.0,0.3,0.0021,0.06,0.003,0.001,0.061,148.0
5862,1.2,915.2,572.24,69.2,670.0,425.0,904.0,0.8,0.04,0.16,0.006,0.001,0.001,178.0
5863,1.5,887.8,576.78,60.05,590.0,265.0,451.0,1.2,0.06,0.27,0.004,0.001,0.001,214.0
5864,1.2,879.95,574.57,64.86,590.0,250.0,416.0,1.2,0.04,0.26,0.003,0.001,0.001,191.0
5865,1.6,904.7,566.63,68.56,670.0,427.0,900.0,0.8,0.044,0.17,0.004,0.001,0.001,161.0
5866,1.9,881.19,577.44,53.71,570.0,427.0,320.0,1.5,0.0399,0.4,0.0049,0.001,0.001,185.0
5867,1.4,874.45,569.49,59.51,570.0,243.0,383.0,1.2,0.05,0.27,0.008,0.001,0.001,218.0
5868,0.9,907.99,568.11,69.0,670.0,427.0,901.0,0.8,0.04,0.16,0.01,0.001,0.001,179.0
5869,1.2,893.62,573.31,65.31,570.0,286.0,355.0,1.2,0.045,0.26,0.003,0.001,0.001,182.0
5870,0.75,922.53,699.27,80.63,670.0,427.0,900.0,0.3,0.0026,0.05,0.007,0.001,0.058,143.0
5871,0.7,918.13,697.38,78.67,690.0,306.0,978.0,0.5,0.0022,0.35,0.005,0.001,0.038,210.0
5872,0.63,889.2,572.42,77.54,570.0,315.0,322.0,1.0,0.06,0.44,0.014,0.001,0.001,211.0
5873,0.7,888.92,565.95,72.0,670.0,426.0,870.0,0.8,0.0399,0.17,0.006,0.001,0.001,160.0
5874,0.65,902.15,567.53,77.4,670.0,428.0,824.0,0.8,0.035,0.15,0.004,0.001,0.001,156.0
5875,1.2,887.33,580.5,65.31,570.0,369.0,354.0,1.2,0.04,0.25,0.003,0.001,0.001,199.0
5876,1.54,880.65,574.62,58.47,570.0,266.0,370.0,1.5,0.07,0.42,0.007,0.001,0.001,195.0
5877,0.6,900.71,567.87,79.1,670.0,426.0,930.0,0.8,0.032,0.15,0.004,0.001,0.001,174.0
5878,1.16,889.24,571.02,62.84,590.0,246.0,404.0,1.2,0.07,0.43,0.005,0.001,0.001,217.0
5879,1.6,889.03,680.96,57.13,570.0,249.0,375.0,1.8,0.035,0.21,0.004,0.001,0.001,192.0
5880,1.0,891.58,575.19,72.11,590.0,261.0,406.0,1.2,0.0799,0.4199,0.012,0.001,0.001,212.0
5881,2.5,882.62,680.78,53.55,590.0,365.0,380.0,2.2,0.03,0.23,0.004,0.001,0.001,192.0
5882,1.5,887.45,578.15,56.2,570.0,248.0,404.0,1.2,0.05,0.45,0.005,0.001,0.001,190.0
5883,1.0,908.09,568.85,72.87,670.0,427.0,930.0,0.8,0.04,0.16,0.006,0.001,0.001,174.0
5884,0.7,931.9,698.13,81.88,660.0,425.0,720.0,0.3,0.0022,0.06,0.006,0.001,0.069,134.0
5885,1.0,893.93,571.37,72.11,590.0,259.0,348.0,1.2,0.08,0.43,0.006,0.001,0.001,223.0
5886,1.5,890.89,576.06,60.05,570.0,298.0,317.0,1.2,0.045,0.26,0.004,0.001,0.001,212.0
5887,2.5,891.22,568.62,53.73,570.0,370.0,379.0,1.8,0.05,0.25,0.004,0.001,0.001,221.0
5888,2.5,888.46,681.66,53.55,590.0,266.0,354.0,2.2,0.03,0.19,0.002,0.001,0.001,192.0
5889,0.7,902.13,568.99,72.0,670.0,429.0,926.0,0.8,0.038,0.15,0.005,0.001,0.001,145.0
5890,1.0,912.07,571.58,74.23,670.0,426.0,930.0,0.8,0.038,0.15,0.005,0.001,0.001,165.0
5891,0.6,891.17,571.3,78.36,590.0,378.0,378.0,1.0,0.07,0.44,0.008,0.001,0.001,228.0
5892,0.8,891.15,573.56,73.0,600.0,450.0,218.0,1.2,0.04,0.24,0.002,0.001,0.001,209.0
5893,0.65,916.19,711.34,80.71,660.0,426.0,787.0,0.3,0.0019,0.06,0.005,0.001,0.062,136.0
5894,1.0,919.52,696.34,77.2,660.0,368.0,800.0,0.3,0.0018,0.06,0.006,0.001,0.059,145.0
5895,1.5,893.48,574.14,59.66,570.0,250.0,379.0,1.2,0.06,0.43,0.003,0.001,0.001,200.0
5896,0.7,914.86,697.31,81.88,670.0,425.0,900.0,0.3,0.0021,0.08,0.0089,0.001,0.063,142.0
5897,0.6,891.47,573.95,75.76,570.0,400.0,352.0,1.0,0.04,0.25,0.004,0.001,0.001,205.0
5898,0.8,890.69,681.8,72.47,590.0,245.0,390.0,1.4,0.048,0.25,0.007,0.001,0.001,211.0
5899,0.7,929.43,697.6,76.53,690.0,310.0,958.0,0.5,0.0025,0.42,0.004,0.001,0.04,205.0
5900,0.8,924.9,702.28,77.03,690.0,311.0,973.0,0.5,0.0023,0.3899,0.005,0.001,0.039,203.0
5901,0.65,911.9,570.89,75.79,670.0,424.0,788.0,0.8,0.045,0.15,0.003,0.001,0.001,162.0
5902,1.15,887.33,577.63,67.25,590.0,271.0,395.0,1.2,0.05,0.25,0.004,0.001,0.001,210.0
5903,1.0,882.48,574.78,66.53,590.0,249.0,402.0,1.2,0.06,0.46,0.004,0.001,0.001,197.0
5904,0.9,891.45,579.92,69.63,590.0,247.0,420.0,1.2,0.06,0.45,0.004,0.001,0.001,189.0
5905,1.2,923.5,570.73,69.2,670.0,427.0,858.0,0.8,0.035,0.17,0.006,0.001,0.001,164.0
5906,1.6,888.29,573.3,57.47,570.0,258.0,348.0,1.5,0.0599,0.4399,0.006,0.001,0.001,215.0
5907,0.96,886.83,568.66,72.23,590.0,268.0,378.0,1.2,0.05,0.28,0.004,0.001,0.001,218.0
5908,2.3,888.94,683.03,57.25,570.0,245.0,405.0,2.2,0.025,0.21,0.007,0.001,0.001,199.0
5909,1.02,894.2,580.32,70.92,590.0,247.0,404.0,1.2,0.06,0.28,0.005,0.001,0.001,204.0
5910,0.7,915.07,698.54,81.88,660.0,365.0,740.0,0.3,0.002,0.07,0.006,0.001,0.0619,132.0
5911,0.8,916.15,700.12,80.81,660.0,365.0,810.0,0.3,0.002,0.06,0.006,0.001,0.065,153.0
5912,1.2,919.68,696.36,62.31,690.0,303.0,990.0,0.7,0.0025,0.4,0.007,0.001,0.04,211.0
5913,0.8,911.35,571.07,74.0,670.0,425.0,870.0,1.2,0.003,0.32,0.008,0.001,0.001,186.0
5914,0.8,933.71,699.62,79.38,670.0,425.0,900.0,0.3,0.0021,0.07,0.004,0.001,0.064,137.0
5915,0.8,921.39,706.18,75.18,690.0,304.0,975.0,0.5,0.0024,0.43,0.003,0.001,0.037,198.0
5916,1.6,913.93,699.1,67.46,660.0,424.0,780.0,0.3,0.0017,0.07,0.005,0.001,0.057,162.0
5917,0.9,888.56,575.93,73.97,570.0,296.0,297.0,1.2,0.05,0.27,0.007,0.001,0.001,211.0
5918,0.6,915.45,703.84,82.17,670.0,428.0,956.0,0.3,0.0017,0.04,0.007,0.001,0.062,148.0
5919,0.5,893.4,575.12,81.96,590.0,353.0,275.0,0.7,0.05,0.43,0.003,0.001,0.001,222.0
5920,1.0,888.19,576.24,66.53,590.0,252.0,399.0,1.2,0.06,0.45,0.01,0.001,0.001,213.0
5921,0.96,912.68,696.89,75.38,660.0,424.0,780.0,0.3,0.0023,0.07,0.0089,0.001,0.062,153.0
5922,2.5,888.44,575.4,53.73,590.0,248.0,404.0,1.8,0.045,0.25,0.002,0.001,0.001,217.0
5923,0.65,909.53,701.44,80.71,670.0,426.0,900.0,0.3,0.0018,0.06,0.004,0.001,0.059,134.0
5924,0.6,914.72,700.82,79.9,690.0,309.0,988.0,0.5,0.0027,0.3899,0.006,0.001,0.038,196.0
5925,1.0,871.57,568.57,72.11,590.0,370.0,388.0,1.2,0.06,0.44,0.004,0.001,0.001,245.0
5926,0.8,880.84,575.31,73.0,570.0,262.0,374.0,1.2,0.045,0.24,0.003,0.001,0.001,210.0
5927,1.0,929.15,700.29,77.2,660.0,367.0,795.0,0.6,0.0016,0.07,0.005,0.001,0.055,154.0
5928,1.4,905.4,697.75,71.46,660.0,417.0,710.0,0.3,0.002,0.06,0.004,0.001,0.06,150.0
5929,1.55,911.16,566.71,60.38,670.0,427.0,900.0,0.8,0.05,0.16,0.006,0.001,0.001,174.0
5930,1.2,909.29,568.55,69.2,670.0,428.0,900.0,0.8,0.04,0.17,0.006,0.001,0.001,178.0
5931,0.75,880.79,561.26,67.54,670.0,424.0,876.0,0.8,0.045,0.15,0.007,0.001,0.001,162.0
5932,1.6,893.89,684.38,57.13,570.0,252.0,381.0,1.8,0.05,0.23,0.007,0.001,0.001,193.0
5933,0.7,895.57,564.91,74.0,670.0,429.0,912.0,0.8,0.04,0.15,0.008,0.001,0.001,166.0
5934,0.8,883.34,568.94,73.0,590.0,251.0,384.0,1.2,0.05,0.24,0.005,0.001,0.001,190.0
5935,0.67,903.54,563.95,73.15,670.0,428.0,920.0,0.8,0.03,0.18,0.003,0.001,0.001,161.0
5936,1.5,887.22,573.74,60.05,570.0,325.0,252.0,1.2,0.05,0.27,0.003,0.001,0.001,204.0
5937,1.5,889.28,576.07,60.05,590.0,393.0,357.0,1.2,0.04,0.28,0.003,0.001,0.001,206.0
5938,1.25,912.09,573.41,67.93,670.0,425.0,930.0,0.8,0.03,0.16,0.004,0.001,0.001,171.0
5939,0.6,889.07,578.83,79.8,590.0,380.0,376.0,0.8,0.05,0.4,0.003,0.001,0.001,237.0
5940,0.8,913.11,572.85,74.0,670.0,428.0,899.0,1.2,0.0021,0.33,0.002,0.001,0.001,201.0
5941,1.54,886.93,576.38,60.55,570.0,324.0,285.0,1.5,0.05,0.45,0.03,0.001,0.001,185.0
5942,1.6,890.13,681.96,57.13,600.0,251.0,399.0,1.8,0.04,0.2,0.004,0.001,0.001,192.0
5943,1.5,899.19,565.17,70.48,670.0,424.0,915.0,0.8,0.04,0.17,0.005,0.001,0.001,179.0
5944,1.5,884.59,577.08,56.2,570.0,384.0,252.0,1.2,0.05,0.41,0.004,0.001,0.001,200.0
5945,2.9,881.3,570.48,46.33,590.0,397.0,355.0,1.8,0.04,0.25,0.005,0.001,0.001,217.0
5946,2.0,893.61,576.12,54.76,590.0,397.0,355.0,1.8,0.045,0.27,0.004,0.001,0.001,204.0
5947,1.2,883.96,571.38,64.86,590.0,271.0,395.0,1.2,0.04,0.29,0.003,0.001,0.001,197.0
5948,0.65,930.57,702.66,80.71,660.0,367.0,810.0,0.3,0.0027,0.06,0.005,0.001,0.059,144.0
5949,0.7,896.7,575.11,69.71,670.0,429.0,899.0,0.6,0.045,0.16,0.005,0.001,0.001,162.0
5950,1.22,882.95,570.69,67.5,590.0,272.0,379.0,1.2,0.045,0.26,0.004,0.001,0.001,206.0
5951,1.0,912.54,571.36,74.23,670.0,427.0,900.0,0.8,0.043,0.18,0.003,0.001,0.001,157.0
5952,1.6,887.65,681.85,57.13,570.0,255.0,353.0,1.8,0.05,0.21,0.004,0.001,0.001,193.0
5953,1.0,911.17,568.33,74.23,670.0,428.0,900.0,0.8,0.04,0.17,0.006,0.001,0.001,163.0
5954,1.0,884.99,573.88,65.77,590.0,246.0,420.0,1.2,0.04,0.27,0.003,0.001,0.001,210.0
5955,1.0,916.99,699.99,68.59,690.0,314.0,927.0,0.5,0.0031,0.43,0.008,0.001,0.044,201.0
5956,0.9,892.15,574.5,69.13,590.0,253.0,399.0,1.2,0.0469,0.27,0.003,0.001,0.001,186.0
5957,0.9,923.88,699.26,69.83,690.0,309.0,20.0,0.5,0.0027,0.43,0.003,0.001,0.038,212.0
5958,0.8,911.55,564.9,72.37,670.0,431.0,930.0,0.8,0.03,0.17,0.0089,0.001,0.001,179.0
5959,1.0,890.94,576.83,66.53,590.0,280.0,372.0,1.2,0.06,0.45,0.005,0.001,0.001,212.0
5960,0.8,906.4,565.68,72.37,670.0,428.0,915.0,0.8,0.03,0.14,0.007,0.001,0.001,166.0
5961,1.5,888.36,574.37,60.05,590.0,329.0,301.0,1.2,0.045,0.26,0.004,0.001,0.001,199.0
5962,1.25,890.7,576.78,64.09,590.0,247.0,384.0,1.2,0.07,0.48,0.005,0.001,0.001,190.0
5963,1.0,887.92,572.7,66.53,590.0,255.0,392.0,1.2,0.05,0.45,0.005,0.001,0.001,232.0
5964,0.6,918.25,702.87,79.9,690.0,307.0,990.0,0.5,0.0037,0.44,0.004,0.001,0.04,215.0
5965,0.8,902.18,571.19,72.37,670.0,425.0,900.0,0.8,0.04,0.16,0.005,0.001,0.001,151.0
5966,0.65,916.85,698.63,77.73,690.0,304.0,990.0,0.5,0.0027,0.41,0.005,0.001,0.04,214.0
5967,0.7,920.24,697.76,81.88,670.0,427.0,894.0,0.3,0.0024,0.06,0.005,0.001,0.066,135.0
5968,0.9,914.0,574.65,69.83,690.0,342.0,953.0,0.5,0.0033,0.56,0.016,0.019,0.051,226.0
5969,1.2,888.69,575.02,62.06,570.0,367.0,348.0,1.2,0.05,0.27,0.002,0.001,0.001,207.0
5970,0.9,869.42,575.01,73.54,590.0,266.0,401.0,1.2,0.048,0.25,0.0089,0.001,0.001,199.0
5971,1.2,927.11,701.5,65.54,690.0,343.0,970.0,0.5,0.003,0.47,0.007,0.001,0.04,227.0
5972,0.6,891.86,566.72,75.76,590.0,251.0,367.0,1.0,0.04,0.27,0.003,0.001,0.001,213.0
5973,1.8,884.44,573.81,53.95,590.0,247.0,368.0,1.5,0.08,0.43,0.005,0.001,0.001,200.0
5974,0.7,920.36,701.03,81.88,670.0,429.0,915.0,0.3,0.0026,0.07,0.004,0.001,0.068,145.0
5975,0.9,919.35,592.12,69.83,690.0,309.0,1020.0,0.5,0.0027,0.6,0.0089,0.023,0.06,268.0
5976,0.6,913.02,697.91,79.9,690.0,310.0,987.0,0.5,0.0024,0.42,0.004,0.001,0.041,213.0
